recno,Name,Vmag,SpType,n_Name,Teff,e_Teff,E_Teff,logg,e_logg,E_logg,[M/H],e_[M/H],E_[M/H],SMR,_RA,_DE,DR3Name,RAdeg,DEdeg,errHalfMaj,errHalfMin,errPosAng,SolID,Source,RandomI,e_RAdeg,e_DEdeg,Plx,e_Plx,RPlx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RADEcor,RAPlxcor,RApmRAcor,RApmDEcor,DEPlxcor,DEpmRAcor,DEpmDEcor,PlxpmRAcor,PlxpmDEcor,pmRApmDEcor,NAL,NAC,NgAL,NbAL,gofAL,chi2AL,epsi,sepsi,Solved,APF,nueff,pscol,e_pscol,RApscolCorr,DEpscolCorr,PlxpscolCorr,pmRApscolCorr,pmDEpscolCorr,MatchObsA,Nper,amax,MatchObs,IPDgofha,IPDgofhp,IPDfmp,IPDfow,RUWE,Dup,o_Gmag,FG,e_FG,RFG,Gmag,e_Gmag,o_BPmag,FBP,e_FBP,RFBP,BPmag,e_BPmag,o_RPmag,FRP,e_FRP,RFRP,RPmag,e_RPmag,E(BP/RP),NBPcont,NBPblend,NRPcont,NRPblend,Mode,BP-RP,BP-G,G-RP,RV,e_RV,n_RV,o_RV,o_RVd,RVNper,RVS/N,RVgof,RVchi2,RVTdur,RVamp,RVtempTeff,RVtemplogg,RVtemp[Fe/H],Vatmparam,vbroad,e_Vbroad,o_Vbroad,GRVSmag,e_GRVSmag,o_GRVSmag,RVSS/N,VarFlag,PQSO,PGal,PSS,Teff_x,b_Teff_x,B_Teff_xa,logg_x,b_logg_x,B_logg_xa,[Fe/H],b_[Fe/H]_x,B_[Fe/H]_xa,Dist,b_Dist_x,B_Dist_xa,A0,b_A0_x,B_A0_xa,AG,b_AG_x,B_AG_xa,E(BP-RP),b_E(BP-RP)_x,B_E(BP-RP)_xa,Lib,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,RADEcorJ2000,angDist
183,TYC 3172-1505-1,10.77,G2V," ",5600,60,80,4.35,0.25,0.3,-0.34,0.08,0.08," ",317.45204,40.48972,Gaia DR3 1968423167203221760,317.45199944673,40.48956949524,0.0,0.0,145.0,1636148068921376768,1968423167203221760,334553976,0.0083,0.0088,7.1581,0.0114,629.0869,35.443,-7.124,0.01,-34.72,0.011,-0.1642,7.0E-4,-0.1374,-0.0433,0.1232,-0.0488,-0.0929,-0.1223,-0.0424,-0.1287,439,439,437,2,-1.8986,737.53,0.067,7.0219,31,true,1.512,,,,,,,,50,27,0.01607,54,0.004993,8.063,0,0,0.935,0,435,969554.97529,1140.59,850.048,10.720936,0.003037,47,476821.0,2064.33,230.981,11.142653,0.005466,47,708458.0,1998.87,354.43,10.12211,0.004865,1.222,0,1,0,1,0,1.020543,0.421718,0.598825,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,0.0,0.0,0.999905,5065.7,5062.4,5067.9,4.2189,4.2174,4.2204,-1.1949,-1.1981,-1.1905,139.3526,139.1431,139.5803,0.0556,0.0528,0.0576,0.0451,0.0428,0.0468,0.0245,0.0232,0.0254,MARCS,317.45204108014,40.48972380585,0.159558,0.182973,-0.1227,0.553076
184,TYC 3593-3505-1,11.35,G1V," ",5690,65,60,4.35,0.3,0.25,-0.24,0.06,0.08," ",318.26857,48.57313,Gaia DR3 2165695000839815168,318.26863546597,48.5731374351,0.0,0.0,115.0,1636148068921376768,2165695000839815168,1267100039,0.0387,0.035,3.6669,0.045,81.5483,11.896,11.504,0.052,3.026,0.043,-0.1191,-0.1443,0.0147,-0.0277,0.1581,-0.0812,-0.0863,-0.2176,-0.0769,0.0208,361,361,358,3,38.4603,10167.0,0.461,275.46,31,false,1.542,,,,,,,,41,25,0.07298,55,0.007739,150.7,0,0,2.753,1,436,590240.86317,691.906,853.065,11.259793,0.003035,51,307870.0,1050.07,293.189,11.617624,0.004637,52,402066.0,982.6,409.186,10.737152,0.004618,1.203,0,51,0,52,0,0.880472,0.357831,0.522641,-11.73,1.56,1,28,13,21,60.828,7.0492,0.0,978.258,27.46,5500.0,4.5,-0.75,111,77.2859,26.9967,13,10.522493,0.012134,13,,NOT_AVAILABLE,0.0,0.0,0.999661,5433.9,5431.2,5439.6,4.1883,4.1817,4.1957,-0.528,-0.5361,-0.5195,265.3128,261.8356,268.4842,0.0023,5.0E-4,0.0063,0.0019,4.0E-4,0.0052,0.001,2.0E-4,0.0028,MARCS,318.26855819041,48.57312398718,0.838951,0.695387,0.0258,0.15822
186,TYC 3590-2169-1,11.55,G0V," ",6165,40,45,4.1,0.25,0.25,0.12,0.04,0.04," ",321.04623,46.36088,Gaia DR3 1972151164461250688,321.04635303717,46.36090302719,0.0,0.0,138.0,1636148068921376768,1972151164461250688,943726736,0.0111,0.0112,2.9061,0.0138,211.3102,18.476,18.252,0.014,2.867,0.012,-0.1056,0.037,-0.2129,-0.0357,0.3485,-0.1074,-0.2862,-0.2129,-0.1212,-0.0959,420,420,416,4,-5.4518,1045.7,0.107,16.79,31,false,1.583,,,,,,,,48,27,0.019301,66,0.009835,30.89,0,0,0.815,0,499,497988.44424,99.9847,4980.64,11.444319,0.002764,61,281309.0,110.559,2544.42,11.715582,0.002823,59,311203.0,62.6084,4970.62,11.015287,0.003786,1.19,0,0,0,0,0,0.700294,0.271263,0.429031,-22.58,0.55,1,21,7,16,42.409,-0.44375,0.599492,1018.666,7.22,5750.0,3.5,-0.25,444,6.9946,6.9235,11,10.857684,0.01294,14,,NOT_AVAILABLE,0.0,0.0,0.999245,6052.6,6049.3,6060.8,4.189,4.1827,4.2022,-0.1584,-0.1636,-0.1519,333.5031,329.102,335.6844,0.0025,5.0E-4,0.0072,0.0022,4.0E-4,0.0062,0.0012,2.0E-4,0.0033,MARCS,321.04623549339,46.36089028437,0.219607,0.197111,-0.0856,0.316716
188,TYC 1127-1869-1,11.41,G0V," ",6120,50,35,3.35,0.3,0.2,0.1,0.08,0.06," ",322.19705,12.61642,Gaia DR3 1746184924886658048,322.19706692377,12.61641851981,0.0,0.0,33.0,1636148068921376768,1746184924886658048,342014702,0.0174,0.0198,1.8832,0.0219,85.9051,8.418,3.333,0.024,-7.73,0.019,0.2851,0.0099,-0.011,-0.2091,-0.0945,-0.1794,-0.8044,-0.2269,0.1618,0.237,406,406,397,9,4.5119,2097.3,0.156,38.37,31,true,1.559,,,,,,,,46,18,0.036055,48,0.03113,161.9,0,0,1.164,0,365,553590.77557,118.85,4657.9,11.329394,0.002765,47,299178.0,142.675,2096.92,11.648716,0.002838,45,366181.0,116.882,3132.9,10.838657,0.003795,1.202,0,18,0,20,0,0.810059,0.319322,0.490737,7.55,0.56,1,22,7,11,48.785,1.9151,0.03127,859.42,7.79,6250.0,4.0,0.0,222,6.972,6.2532,14,10.64354,0.010909,14,,NOT_AVAILABLE,0.0,0.0,0.999884,5950.9,5917.3,6015.3,3.7546,3.7392,3.777,-0.4072,-0.4308,-0.3781,508.7016,500.4501,515.5081,0.1523,0.1332,0.1853,0.1286,0.1124,0.1568,0.0692,0.0605,0.0844,PHOENIX,322.19705174242,12.61645287537,0.382659,0.325162,0.2456,0.059693
189,[M96a] SS Cyg star 14,12.92,G0V," ",6195,35,40,4.0,0.25,0.25,0.24,0.04,0.06,*,325.74458,43.58833,Gaia DR3 1972946042640958336,325.7446995621,43.58817185935,0.0,0.0,5.0,1636148068921376768,1972946042640958336,653901044,0.0075,0.0083,1.8322,0.0102,179.066,13.861,-3.622,0.01,-13.379,0.01,0.0183,0.0049,-0.1514,-0.1287,0.1225,-0.1494,-0.2943,-0.124,0.0147,-0.0021,483,448,481,2,-1.6899,669.73,0.04,2.1346,31,false,1.555,,,,,,,,56,29,0.01415,66,0.02161,19.36,0,0,0.945,0,546,141868.12322,22.5236,6298.63,12.807654,0.002761,63,76007.7,31.5592,2408.41,13.136398,0.002826,60,94062.3,27.3997,3432.97,12.314357,0.003793,1.199,0,2,0,0,0,0.822042,0.328744,0.493298,1.59,1.37,2,35,9,21,23.63,,,1017.663,,5750.0,4.5,-0.75,101,,,,12.128541,0.014446,26,,NOT_AVAILABLE,0.0,0.0,0.999943,6225.5,6222.2,6228.9,4.2831,4.2788,4.2866,-0.248,-0.2514,-0.2448,538.7995,535.6947,542.7483,0.3218,0.3193,0.3244,0.273,0.2708,0.2752,0.1468,0.1456,0.148,PHOENIX,325.74472178746,43.58823132158,0.158099,0.161286,0.0117,0.64908
190,HD 206938,9.2,G2V," ",5720,70,60,4.35,0.3,0.25,0.06,0.06,0.06," ",326.37626,0.67773,Gaia DR3 2693213466919688704,326.37605631803,0.67734124294,0.0,0.0,66.0,1636148068921376768,2693213466919688704,500304735,0.0143,0.013,8.2069,0.0165,498.534,99.818,-47.021,0.018,-88.048,0.014,0.1041,0.1085,-0.226,0.1022,-0.0917,0.0842,-0.6561,-0.0433,0.1643,0.2405,363,363,359,4,2.8355,887.97,0.092,12.265,31,true,1.547,,,,,,,,41,16,0.026118,44,0.04801,154.6,0,0,1.107,0,370,4506466.21516,649.047,6943.2,9.052776,0.00276,40,2384240.0,718.901,3316.5,9.395168,0.002809,42,3051340.0,937.565,3254.54,8.536668,0.003794,1.206,0,7,0,0,0,0.8585,0.342392,0.516109,44.93,0.15,1,19,3,10,187.61,-0.11987,0.239209,747.667,1.18,5500.0,3.5,-0.25,444,,,,8.343081,0.006153,11,217.5245,NOT_AVAILABLE,0.0,0.0,0.998613,5796.4,5762.0,5851.3,4.0089,3.9941,4.0289,0.0247,-0.016,0.0803,121.1573,120.5944,121.6724,0.1768,0.1568,0.2086,0.1482,0.1312,0.175,0.0793,0.0702,0.0936,MARCS,326.37626531815,0.67773257175,0.294255,0.226228,0.2191,1.579955
191,HD 208379,8.54,G0V," ",6180,40,40,4.3,0.25,0.25,0.12,0.04,0.04," ",328.86444,25.93279,Gaia DR3 1796703846348321024,328.86460994973,25.9328355039,0.0,0.0,16.0,1636148068921376768,1796703846348321024,1753316356,0.0618,0.0776,9.5998,0.0971,98.8254,39.551,38.994,0.099,6.614,0.098,0.1474,0.1018,0.1928,-0.2937,-0.1483,-0.2876,-0.4399,0.1175,0.0887,0.0359,387,387,387,0,98.1033,32321.0,0.826,928.57,31,false,1.581,,,,,,,,44,18,0.146293,46,0.008099,127.7,0,0,6.174,0,373,8091730.11044,1929.73,4193.18,8.417263,0.002767,43,4557210.0,1913.71,2381.36,8.691794,0.002827,43,5146490.0,1396.79,3684.52,7.969119,0.003791,1.199,0,0,0,0,0,0.722676,0.274531,0.448144,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.992964,6001.6,5984.9,6015.9,4.0122,3.9943,4.0462,-0.3066,-0.3253,-0.2912,97.8486,92.7117,100.0067,0.0274,0.0177,0.0363,0.0234,0.015,0.031,0.0126,0.0081,0.0167,MARCS,328.86441723619,25.93280610705,1.578363,1.603923,0.0609,0.574082
192,TYC 3969-17-1,10.96,G0V," ",6025,55,35,4.3,0.3,0.2,0.0,0.04,0.02," ",332.87917,54.12887,Gaia DR3 2005397677352707328,332.87928156258,54.12890314668,0.0,0.0,23.0,1636148068921376768,2005397677352707328,1375543657,0.0526,0.0602,5.4292,0.0642,84.5491,20.489,19.199,0.07,7.155,0.07,0.1422,0.2314,-0.301,-0.2221,0.3056,-0.3033,-0.3015,-0.3286,-0.0159,-0.0607,311,311,311,0,60.0596,11665.0,0.615,455.1,31,false,1.569,,,,,,,,35,22,0.102891,53,0.01112,146.4,1,0,4.235,1,413,939199.25571,136.404,6885.43,10.755472,0.00276,51,517401.0,169.07,3060.28,11.053974,0.002813,50,607584.0,150.803,4028.99,10.288879,0.003789,1.198,0,51,0,50,0,0.765095,0.298502,0.466593,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999697,,,,,,,,,,,,,,,,,,,,,,,332.87913594303,54.12887134509,1.133715,1.146857,-0.0326,0.263862
193,TYC 3973-1584-1,10.74,G2V," ",6000,35,55,4.45,0.2,0.3,0.2,0.04,0.06,*,333.23245,54.44543,Gaia DR3 2005431491653963008,333.23228758,54.4453994031,0.0,0.0,130.0,1636148068921376768,2005431491653963008,125861621,0.0094,0.009,4.9807,0.0102,487.3014,23.516,-22.501,0.012,-6.835,0.012,-0.2538,0.0094,-0.4226,0.1708,0.1989,0.1771,-0.3836,0.0299,-0.2603,-0.3114,324,324,320,4,-7.0228,349.5,0.0,0.0,31,false,1.566,,,,,,,,37,24,0.019449,58,0.007092,179.3,0,0,0.733,0,432,1035325.20588,109.69,9438.67,10.649675,0.002758,51,567730.0,200.101,2837.22,10.953188,0.002816,52,669308.0,190.09,3521.0,10.183831,0.003792,1.195,0,0,0,2,0,0.769357,0.303513,0.465844,-40.88,0.39,1,16,12,12,63.34,-0.56389,0.80067,997.646,3.18,6000.0,4.0,0.25,444,,,,10.018297,0.00419,3,,NOT_AVAILABLE,0.0,0.0,0.999488,5816.2,5812.8,5823.8,4.2046,4.2018,4.2089,-0.1407,-0.1467,-0.1329,199.6208,199.1753,200.0883,0.0027,7.0E-4,0.0077,0.0023,6.0E-4,0.0065,0.0012,3.0E-4,0.0035,MARCS,333.23245956185,54.44542978278,0.194225,0.190834,-0.3158,0.357395
194,BD+52 3145,10.2,G0V," ",6095,35,50,3.95,0.2,0.25,0.26,0.06,0.06,*,333.31998,53.202,Gaia DR3 2004538928725414144,333.31985817057,53.2020018804,0.0,0.0,119.0,1636148068921376768,2004538928725414144,1089552371,0.0139,0.0128,2.7812,0.0162,172.0236,17.12,-17.119,0.018,0.102,0.015,-0.1248,0.1293,-0.2046,-0.019,0.1318,-0.0471,-0.0974,-0.2389,-0.0076,-0.09,347,347,342,5,2.3988,908.85,0.127,18.777,31,false,1.559,,,,,,,,39,24,0.025017,59,0.02028,153.4,0,0,1.093,1,452,1803378.685,319.882,5637.63,10.04715,0.002762,52,972811.0,285.288,3409.92,10.368471,0.002808,54,1189380.0,213.398,5573.54,9.559591,0.003784,1.199,0,0,0,0,0,0.80888,0.321321,0.487558,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.999591,,,,,,,,,,,,,,,,,,,,,,,333.31998519271,53.20200142808,0.285399,0.243648,-0.0853,0.262798
195,TYC 3969-3070-1,10.39,G0V," ",6160,35,65,4.45,0.2,0.35,0.1,0.04,0.06," ",333.32906,53.27092,Gaia DR3 2004539405455853056,333.32920028136,53.27103819358,0.0,0.0,137.0,1636148068921376768,2004539405455853056,376507966,0.0099,0.0101,6.0426,0.0118,510.9583,34.679,20.401,0.012,28.044,0.012,-0.254,0.2253,-0.2694,0.0052,0.006,0.0558,-0.0711,-0.094,-0.1663,-0.1758,352,352,347,5,-4.1094,617.83,0.07,6.5757,31,false,1.58,,,,,,,,40,22,0.017909,62,0.008173,126.7,10,0,0.846,0,475,1588779.57393,326.999,4858.66,10.184708,0.002764,58,894464.0,220.744,4052.04,10.459636,0.002803,57,1004990.0,246.737,4073.11,9.742493,0.003789,1.196,0,58,0,57,0,0.717143,0.274928,0.442215,-23.32,0.21,1,18,6,13,92.633,-1.7409,0.948541,998.896,2.69,6000.0,4.0,-0.25,444,,,,9.582581,0.008135,8,,NOT_AVAILABLE,0.0,0.0,0.996487,6018.8,6006.5,6030.8,4.3111,4.3082,4.314,-0.2087,-0.2206,-0.1967,164.637,163.9994,165.0445,0.0141,0.0064,0.0216,0.012,0.0054,0.0184,0.0065,0.0029,0.0099,MARCS,333.3290486679,53.27091355464,0.191918,0.190692,-0.1761,0.521785
196,TYC 3986-3381-1,10.37,G2V," ",5855,55,60,4.15,0.25,0.25,0.26,0.08,0.06,*,333.51411,54.52676,Gaia DR3 2005433072202209152,333.51392347011,54.52676780286,0.0,0.0,139.0,1636148068921376768,2005433072202209152,1246011431,0.1047,0.1069,4.0229,0.1251,32.1468,23.036,-22.968,0.138,1.767,0.134,-0.1539,-0.0131,-0.0794,-0.0645,0.0538,-0.0598,0.0146,0.025,-0.0894,-0.0715,320,320,320,0,115.7163,51099.0,1.307,1945.2,31,false,1.552,,,,,,,,36,24,0.196001,58,0.008889,119.5,0,0,8.219,0,401,1573049.16353,268.099,5867.43,10.195511,0.002762,48,838859.0,205.38,4084.42,10.52932,0.002803,51,1045920.0,183.81,5690.23,9.699149,0.003784,1.198,0,0,0,0,0,0.830171,0.333809,0.496362,-38.15,3.26,1,7,3,7,58.12,19.781,0.0,890.117,16.89,5750.0,4.0,0.25,222,,,,9.503884,0.010605,3,,NOT_AVAILABLE,0.0,0.0,0.998613,5796.7,5787.9,5803.9,4.1877,4.1669,4.2041,0.1836,0.176,0.1919,192.0293,186.5431,199.4899,0.0988,0.0938,0.1033,0.0828,0.0786,0.0866,0.0441,0.0418,0.0461,MARCS,333.51409937485,54.52675995102,2.225683,2.152926,-0.0655,0.390702
197,BD+53 2822,9.65,G0V," ",6025,60,50,4.2,0.3,0.2,0.0,0.04,0.04," ",333.57801,53.81286,Gaia DR3 2004633761606792704,333.57853239327,53.81313103088,0.0,0.0,152.0,1636148068921376768,2004633761606792704,939028041,0.0088,0.0094,6.1106,0.0105,581.2098,92.374,69.124,0.011,61.276,0.012,-0.1052,0.1949,-0.217,0.0308,0.0751,0.0678,-0.474,-0.2183,0.0697,-0.3479,339,339,336,3,-5.6303,418.28,0.02,0.50684,31,false,1.571,,,,,,,,39,24,0.018891,60,0.0155,166.6,0,0,0.788,0,458,3161675.0819,369.118,8565.48,9.437573,0.002758,53,1748060.0,543.777,3214.66,9.732151,0.002811,52,2038230.0,422.259,4826.98,8.97476,0.003786,1.198,0,0,0,0,0,0.757391,0.294578,0.462813,-38.61,0.2,1,19,5,12,145.42,0.34471,0.148657,953.161,2.1,5750.0,3.5,-0.25,444,,,,8.800941,0.005649,8,,NOT_AVAILABLE,0.0,0.0,0.996487,6058.2,6050.8,6065.2,4.0908,4.0898,4.0918,-0.3277,-0.3335,-0.3218,163.1252,162.8502,163.4115,0.0786,0.0748,0.0822,0.0668,0.0635,0.0699,0.0359,0.0341,0.0376,PHOENIX,333.57801206031,53.8128586936,0.185378,0.189077,-0.3405,1.478143
198,TYC 3982-2812-1,10.82,G2V," ",5895,60,50,4.3,0.3,0.25,0.18,0.06,0.06,*,333.62777,54.23442,Gaia DR3 2004663792018417536,333.62776615414,54.23449823791,0.0,0.0,128.0,1636148068921376768,2004663792018417536,164363386,0.0081,0.0078,5.5861,0.0093,600.5573,20.647,1.872,0.01,20.562,0.009,-0.1581,0.1539,-0.251,-0.0427,0.116,-0.0796,-0.2562,-0.1134,0.0461,-0.1648,405,405,400,5,-6.1546,499.6,0.025,0.89144,31,true,1.559,,,,,,,,46,26,0.014356,66,0.01216,20.32,0,0,0.788,0,506,996609.63059,98.0772,10161.5,10.691054,0.002757,61,539121.0,160.626,3356.38,11.009327,0.002809,62,654592.0,130.425,5018.92,10.207969,0.003786,1.198,0,0,0,0,0,0.801358,0.318273,0.483086,-2.39,0.31,1,25,10,20,80.958,1.1116,0.139502,997.321,5.28,5750.0,3.5,0.0,444,5.0439,3.6148,14,10.03091,0.005144,14,,NOT_AVAILABLE,0.0,0.0,0.999591,5719.1,5712.0,5730.0,4.3439,4.3425,4.3458,-0.167,-0.1748,-0.1558,178.3791,178.0892,178.6903,0.007,0.0022,0.0139,0.0058,0.0019,0.0117,0.0031,0.001,0.0063,MARCS,333.62775191544,54.23440685258,0.161225,0.140475,-0.154,0.281773
199,TYC 3618-1191-1,11.41,G0V," ",5940,60,60,4.4,0.35,0.3,0.24,0.08,0.08,*,333.63977,52.45682,Gaia DR3 2004264222616000896,333.64001880626,52.45687702641,0.0,0.0,114.0,1636148068921376768,2004264222616000896,1038207580,0.011,0.0098,3.9911,0.0129,310.4581,37.586,34.871,0.014,14.026,0.011,-0.1293,0.1857,-0.2292,-0.0151,0.1473,-0.0701,-0.1062,-0.2296,0.0389,-0.2276,405,405,400,5,-5.9002,894.96,0.095,13.274,31,true,1.56,,,,,,,,46,26,0.020644,69,0.02118,157.8,1,0,0.797,0,496,645610.74113,123.571,5224.61,11.16244,0.002763,63,349715.0,113.907,3070.18,11.479257,0.002812,63,421950.0,98.338,4290.82,10.684743,0.003788,1.195,0,1,0,0,0,0.794514,0.316816,0.477697,-12.92,0.34,1,21,6,12,55.1,-0.82699,0.750471,954.413,4.96,5750.0,4.0,0.25,444,,,,10.495629,0.009094,13,,NOT_AVAILABLE,0.0,0.0,0.999806,5747.9,5742.9,5754.4,4.2946,4.2902,4.2973,-0.0685,-0.0744,-0.0608,247.542,246.4398,249.4723,0.0052,0.0017,0.0095,0.0043,0.0014,0.008,0.0023,8.0E-4,0.0043,MARCS,333.63976447221,52.4568146888,0.230214,0.181388,-0.2191,0.583137
200,BD+53 2826,10.15,G0V," ",5880,75,50,4.45,0.3,0.3,0.02,0.06,0.04," ",333.78782,54.48322,Gaia DR3 2005792681219580672,333.78767088976,54.48322932383,0.0,0.0,110.0,1636148068921376768,2005792681219580672,521284612,0.0106,0.0093,8.2315,0.0117,702.0745,18.382,-18.104,0.014,3.185,0.011,-0.1061,0.0921,-0.2973,-0.0022,0.106,-0.0365,-0.33,-0.2038,0.1157,-0.2803,364,364,361,3,-2.7725,653.22,0.063,5.4612,31,true,1.562,,,,,,,,41,26,0.020787,64,0.02296,167.9,0,0,0.897,0,471,1795701.91459,1035.71,1733.78,10.051782,0.002826,58,972960.0,1576.58,617.135,10.368305,0.003299,58,1174110.0,1357.52,864.895,9.573624,0.003982,1.196,0,0,0,0,0,0.794682,0.316524,0.478158,-3.2,0.29,1,18,4,14,105.69,0.11508,0.286329,996.821,3.76,5750.0,4.5,0.0,444,11.5827,2.6096,11,9.384431,0.00593,11,,NOT_AVAILABLE,0.0,0.0,0.997667,5739.4,5735.3,5748.0,4.3912,4.3899,4.3928,-0.3278,-0.3354,-0.3188,121.1424,120.9564,121.2976,0.0034,9.0E-4,0.009,0.0028,7.0E-4,0.0075,0.0015,4.0E-4,0.0041,MARCS,333.78780939258,54.4832151701,0.228354,0.183064,-0.2694,0.313649
201,HD 239919,9.39,G0V," ",6055,60,25,4.5,0.3,0.15,-0.02,0.02,0.04," ",334.61399,56.06546,Gaia DR3 2006218054761112320,334.61406293756,56.06544120375,0.0,0.0,130.0,1636148068921376768,2006218054761112320,79803711,0.0103,0.0102,10.2601,0.0125,821.1282,9.805,8.832,0.013,-4.258,0.012,-0.0288,0.1436,-0.0718,-0.1155,0.1071,-0.1508,-0.1064,-0.0722,0.1438,-0.0714,382,382,380,2,0.0581,769.69,0.084,8.1914,31,false,1.578,,,,,,,,43,25,0.018296,60,0.006076,0.007982,0,0,1.001,0,476,3666611.15826,491.008,7467.52,9.276705,0.002759,51,2050860.0,484.28,4234.86,9.558703,0.002802,52,2338030.0,524.633,4456.5,8.825771,0.003787,1.197,0,0,0,0,0,0.732932,0.281999,0.450933,-20.45,0.16,1,11,6,9,115.28,-1.868,0.944409,993.818,0.9,6000.0,4.5,-0.5,101,,,,8.650306,0.034454,3,,NOT_AVAILABLE,0.0,0.0,0.992964,5925.9,5924.5,5928.4,4.2653,4.2638,4.2671,-0.4288,-0.4328,-0.424,97.2345,97.1135,97.3499,0.0011,2.0E-4,0.0028,9.0E-4,2.0E-4,0.0024,5.0E-4,1.0E-4,0.0013,MARCS,334.61399262364,56.06546012689,0.207557,0.200898,-0.0573,0.161446
202,TYC 3986-1725-1,10.72,G0V," ",6000,35,50,4.55,0.2,0.2,-0.04,0.04,0.08," ",334.68987,55.12449,Gaia DR3 2005840578701262080,334.69013180622,55.12455236984,0.0,0.0,163.0,1636148068921376768,2005840578701262080,866007066,0.0109,0.012,5.1184,0.0139,369.0691,40.525,37.422,0.013,15.55,0.015,-0.0595,0.0947,-0.202,0.0069,0.2101,-0.0173,-0.1496,-0.1337,-0.0676,-0.106,390,390,386,4,-1.116,1059.9,0.108,14.813,95,false,,1.5573,0.0031,-0.094,-0.002,0.053,-0.055,-0.021,44,25,0.020663,68,0.007279,141.2,0,0,0.959,0,524,958657.9031,153.503,6245.21,10.733208,0.002761,60,525602.0,206.615,2543.88,11.0369,0.002823,61,620213.0,135.901,4563.69,10.266544,0.003787,1.195,0,2,0,0,0,0.770355,0.303692,0.466663,-24.15,0.43,1,16,9,11,62.102,0.11662,0.420824,995.57,5.91,6000.0,3.5,0.0,333,,,,10.073271,0.005978,7,,NOT_AVAILABLE,0.0,0.0,0.99885,5787.4,5785.8,5790.2,4.3076,4.3061,4.3094,-0.4106,-0.4152,-0.4057,194.1149,193.6323,194.5952,0.0011,2.0E-4,0.0029,9.0E-4,2.0E-4,0.0024,5.0E-4,1.0E-4,0.0013,MARCS,334.68984092977,55.12448325824,0.212612,0.235397,-0.1035,0.583821
203,TYC 3982-454-1,11.4,G0V," ",6465,50,35,4.55,0.25,0.2,0.06,0.04,0.02," ",334.79305,52.65068,Gaia DR3 2001282484523025792,334.79301905814,52.65076954943,0.0,0.0,142.0,1636148068921376768,2001282484523025792,624283903,0.0141,0.0148,2.717,0.0178,152.9392,10.523,0.457,0.019,10.514,0.021,-0.1976,0.1495,-0.2281,0.1294,0.0088,0.1685,-0.2739,-0.2278,-0.2184,-0.2523,347,347,346,1,1.3126,1491.4,0.143,27.085,31,false,1.596,,,,,,,,40,24,0.032046,60,0.01039,157.3,7,0,1.05,0,450,518468.04556,223.721,2317.48,11.400562,0.002795,44,313642.0,1742.72,179.973,11.597457,0.006647,47,338527.0,3253.86,104.039,10.923913,0.011099,1.258,2,22,0,25,0,0.673544,0.196895,0.476649,6.82,1.01,2,19,19,13,42.561,,,999.072,,6250.0,3.5,-0.25,111,,,,,,,,NOT_AVAILABLE,0.0,0.0,0.997229,6288.9,6254.0,6322.5,4.2033,4.1977,4.21,-0.4438,-0.4789,-0.4098,362.1649,359.6292,364.749,0.0303,0.0113,0.0495,0.0262,0.0098,0.0429,0.0142,0.0053,0.0232,MARCS,334.79301571063,52.65072282275,0.310718,0.343518,-0.2596,0.329385
204,TYC 3619-1400-1,10.9,G2V,*,5005,65,60,3.0,0.05,0.0,-0.16,0.1,0.08," ",335.11769,51.83198,Gaia DR3 2001002074697360896,335.11769566348,51.83196169397,0.0,0.0,124.0,1636148068921376768,2001002074697360896,1465414655,0.0087,0.0082,1.0294,0.0105,98.0704,7.591,-6.83,0.011,3.313,0.01,-0.1686,0.0488,-0.1608,-0.0909,0.0401,-0.1141,-0.128,-0.1849,0.056,-0.0829,390,390,387,3,-3.3839,587.17,0.046,3.0691,95,false,,1.4642,0.0024,-0.138,0.09,-0.072,0.022,-0.079,44,26,0.015252,63,0.01727,155.6,1,0,0.879,0,489,1128228.36616,136.144,8286.99,10.556375,0.002758,54,482697.0,157.961,3055.8,11.129354,0.002813,52,920001.0,221.211,4158.92,9.838425,0.003788,1.243,0,0,0,0,0,1.29093,0.57298,0.71795,5.6,0.25,1,11,5,8,71.387,-0.69756,0.629101,953.411,2.23,5500.0,3.5,0.0,333,,,,9.56922,0.010765,5,,NOT_AVAILABLE,0.0,0.0,0.999991,5014.0,5007.4,5023.3,2.6994,2.6874,2.7247,-0.1517,-0.1583,-0.14,919.1685,895.0937,933.237,0.5803,0.5746,0.5877,0.456,0.4515,0.4621,0.2417,0.2393,0.2449,MARCS,335.11774478627,51.8319469691,0.174425,0.153484,-0.0714,0.067095
