recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs
362," ","PN G016.8-01.7 ",BMPJ1827-1504,4103988212315867008,B,276.9615,-15.0734,0.31,19.14,2.4,1.69,1.7,276.9615,-15.0734
363," ","PN G016.9-02.0 ",Sa3-134,4103960690161695232,A,277.3326,-15.1278,0.18,18.07,1.15,6.1,-1.42,277.3326,-15.1278
364,*,"PN G016.9-09.7 ",PTB44,4086522779285431680,B,284.4167,-18.6046,0.09,16.32,0.98,0.51,0.74,284.4167,-18.6046
365," ","PN G017.2-01.7 ",MPAJ1828-1441,4104039335228566528,B,277.1274,-14.6896,0.38,18.83,1.79,2.09,0.85,277.1274,-14.6896
366,*,"PN G017.3-21.9 ",Abell65,6864617817991978624,B,296.6425,-23.137,0.13,15.48,0.24,0.25,0.11,296.6425,-23.137
367," ","PN G017.5+01.0 ",MPAJ1819-1307,4152688193573412096,B,274.7595,-13.1178,0.63,20.86,3.14,9.68,-1.01,274.7595,-13.1178
368," ","PN G017.5-09.2 ",SB24,4086888981052416768,A,284.3189,-17.847,0.09,18.5,0.03,0.74,-0.38,284.3189,-17.847
369,*,"PN G017.6-10.2 ",Abell51,4086643583803222400,A,285.2558,-18.2043,0.2,15.35,-0.1,0.51,-0.38,285.2558,-18.2043
370," ","PN G017.9-04.8 ",M3-30,4100345805124045696,B,280.312,-15.5616,0.23,17.84,0.6,1.36,-0.12,280.312,-15.5616
371," ","PN G018.0+00.8 ",IRAS18179-1249,4152816355413325440,B,275.1848,-12.798,0.14,18.24,2.44,4.81,0.17,275.1848,-12.798
372," ","PN G018.0+20.1 ",Na1,4366642333006411264,A,258.2162,-3.2667,0.41,16.59,0.09,1.36,-0.65,258.2162,-3.2667
373," ","PN G018.0-02.2 ",PHRJ1831-1415,4104160904382751616,B,277.9594,-14.2562,2.74,16.27,0.94,1.95,-0.08,277.9594,-14.2562
374," ","PN G018.2+01.6 ",DeGaPe28,4153656760260335744,A,274.5832,-12.2468,0.67,20.85,1.74,6.43,-1.15,274.5832,-12.2468
375," ","PN G018.6-02.2 ",M3-54,4104555933892707456,A,278.2656,-13.7389,0.28,18.41,0.52,1.86,-0.48,278.2656,-13.7389
376," ","PN G018.9+03.6 ",M4-8,4157058752294046848,B,273.04,-10.7163,0.27,16.1,1.82,3.33,0.21,273.04,-10.7163
377," ","PN G019.2-01.6 ",MPAJ1831-1256,4104867439280324864,A,277.9709,-12.9372,0.69,19.88,1.3,3.06,-0.27,277.9709,-12.9372
378," ","PN G019.2-04.4 ",PM1-251,4103595858442901888,A,280.6033,-14.2531,0.81,17.21,0.89,2.21,-0.26,280.6033,-14.2531
379," ","PN G019.4-01.6 ",Mul14,4104964814776705280,B,278.152,-12.7672,0.18,18.49,2.5,3.75,0.88,278.152,-12.7672
380," ","PN G019.4-13.6 ",DeHt3,4084551148755614720,A,289.2671,-18.0266,0.03,20.36,-0.18,0.32,-0.36,289.2671,-18.0266
381," ","PN G019.4-19.6 ",K2-7,6868431267910764160,A,295.123,-20.452,0.06,19.21,-0.15,0.39,-0.36,295.123,-20.452
382," ","PN G019.7-10.7 ",MPAJ1906-1634,4088731114003376512,A,286.6366,-16.5668,0.17,18.41,-0.44,0.39,-0.66,286.6366,-16.5668
383," ","PN G019.8+01.9 ",PHRJ1820-1042,4154350105388429696,B,275.0655,-10.7141,3.28,20.71,2.18,5.2,-0.37,275.0655,-10.7141
384," ","PN G019.8+05.6 ",CTS1,4158432626439950464,A,271.7492,-8.9258,0.29,19.92,1.26,3.06,-0.32,271.7492,-8.9258
385,*,"PN G019.8-23.7 ",Abell66,6864496115795567488,A,299.3813,-21.6129,0.1,18.08,-0.29,0.51,-0.57,299.3813,-21.6129
386," ","PN G019.9-02.8 ",PHRJ1837-1249,4106229326198155520,B,279.4587,-12.828,1.84,20.46,2.06,2.85,0.78,279.4587,-12.828
387," ","PN G020.1-02.8 ",Pa110,4106235614037850112,B,279.5023,-12.6851,1.77,20.68,2.12,2.97,0.8,279.5023,-12.6851
388," ","PN G020.2-00.6 ",Abell45,4153153969880508032,B,277.5659,-11.6176,8.43,19.53,1.94,3.47,0.29,277.5659,-11.6176
389,*,"PN G020.3-06.9 ",Pa120,4101903087213994496,B,283.4311,-14.3328,0.13,14.29,0.47,1.11,-0.12,283.4311,-14.3328
390," ","PN G020.4+02.0 ",MPAJ1820-1009,4154521904099495296,B,275.212,-10.1619,0.13,20.58,2.1,4.22,0.06,275.212,-10.1619
391," ","PN G020.4-02.9 ",Pa111,4106270248674345216,B,279.8058,-12.4277,0.2,20.96,2.03,2.86,0.75,279.8058,-12.4277
392," ","PN G020.4-07.0 ",MPAJ1854-1420,4101861447517419392,A,283.5614,-14.3387,0.19,20.64,0.17,1.06,-0.41,283.5614,-14.3387
393," ","PN G020.6+01.9 ",PHRJ1821-1001,4154529875548363520,A,275.422,-10.0313,3.95,20.71,2.31,5.84,-0.53,275.422,-10.0313
394,*,"PN G020.7-05.9 ",Sa1-8,4102207686291028864,B,282.6848,-13.5173,0.5,14.29,0.34,0.87,-0.13,282.6848,-13.5173
395,*,"PN G020.7-08.0 ",MPAJ1858-1430,4101453112078146432,A,284.5803,-14.5072,0.08,16.36,0.1,0.78,-0.32,284.5803,-14.5072
396," ","PN G020.9+00.8 ",PHR1826-1013,4155787201457128960,A,276.5807,-10.2224,2.84,20.66,2.12,8.49,-1.32,276.5807,-10.2224
397," ","PN G020.9-01.1 ",M1-51,4154696829542155392,B,278.3708,-11.124,0.03,17.99,2.15,3.77,0.39,278.3708,-11.124
398," ","PN G020.9-11.3 ",PHRJ1911-1546,4088900713689049728,A,287.7686,-15.7687,1.19,17.5,-0.41,0.32,-0.6,287.7686,-15.7687
399," ","PN G021.0-04.1 ",PHRJ1844-1226,4105553298336857600,B,281.0317,-12.4473,0.08,18.09,1.08,2.25,-0.08,281.0317,-12.4473
400," ","PN G021.1+00.4 ",GLMP781,4155731538695389312,A,277.0055,-10.2359,0.15,21.17,4.52,15.25,-1.21,277.0055,-10.2359
401," ","PN G021.2+00.9 ",PHRJ1826-0953,4155989953972490112,B,276.6097,-9.8892,5.86,19.44,4.02,9.8,-0.41,276.6097,-9.8892
402," ","PN G021.2+02.9 ",MPAJ1819-0901,4157853420013987072,B,274.7778,-9.0307,0.34,18.68,2.5,3.56,0.98,274.7778,-9.0307
403," ","PN G021.2-03.9 ",We1-7,4106335257245281408,B,281.0254,-12.2157,1.45,20.34,2.01,2.03,1.14,281.0254,-12.2157
404," ","PN G021.3+02.2 ",MPAJ1822-0914,4159096181688213760,A,275.5238,-9.2359,0.51,20.8,1.56,5.66,-1.08,275.5238,-9.2359
405,*,"PN G021.4+02.5 ",PaJ1820.9-0901,4159153218883234176,B,275.2473,-9.0281,0.06,15.5,3.38,3.68,1.89,275.2473,-9.0281
406," ","PN G022.0-03.1 ",M1-58,4107013823419786624,A,280.7375,-11.1148,0.41,18.74,0.54,1.59,-0.31,280.7375,-11.1148
407," ","PN G022.1-02.4 ",M1-57,4107103777208876928,B,280.0844,-10.6631,0.09,15.5,1.3,2.39,0.1,280.0844,-10.6631
408," ","PN G022.5+01.0 ",MaC1-13,4156237687681900288,B,277.147,-8.723,0.48,18.47,2.11,3.47,0.52,277.147,-8.723
409," ","PN G022.5+04.8 ",MA2,4160551209235451904,B,273.8057,-6.9535,0.51,18.54,1.26,2.69,-0.12,273.8057,-6.9535
410,*,"PN G022.9+22.7 ",Alves5,4387775530611235200,A,258.1735,1.9259,0.54,17.29,-0.14,0.48,-0.41,258.1735,1.9259
411," ","PN G023.0+04.3 ",MA3,4160638521643128448,B,274.4558,-6.806,0.35,16.79,1.34,2.76,-0.06,274.4558,-6.806
412," ","PN G023.1-02.5 ",Pre48,4155290114832089728,B,280.6947,-9.8467,0.28,19.84,1.51,2.74,0.16,280.6947,-9.8467
413," ","PN G023.2-02.6 ",MPAJ1842-0949,4155290565857226112,B,280.7404,-9.8307,0.04,18.57,1.26,2.74,-0.13,280.7404,-9.8307
414," ","PN G023.5-00.1 ",PHRJ1834-0824,4156491541724904448,B,278.6717,-8.4066,6.77,20.64,2.21,102.42,-5.0,278.6717,-8.4066
415," ","PN G023.8-01.7 ",K3-11,4155606331827457408,B,280.2806,-8.9332,0.52,16.28,2.04,2.76,0.81,280.2806,-8.9332
416," ","PN G023.8-06.2 ",BMPJ1857-1054,4202075953819742080,A,284.2909,-10.9142,0.3,19.0,0.05,0.74,-0.36,284.2909,-10.9142
417," ","PN G023.9+01.2 ",MA13,4159799662991309696,B,277.6266,-7.4606,0.15,18.4,2.53,4.69,0.37,277.6266,-7.4606
418," ","PN G023.9-06.5 ",MPAJ1858-1054,4202078904419339904,A,284.6366,-10.9082,0.1,18.24,0.09,1.08,-0.51,284.6366,-10.9082
419," ","PN G024.1+03.8 ",M2-40,4161093027951979776,B,275.3494,-6.0322,0.14,16.14,1.48,2.51,0.25,275.3494,-6.0322
420," ","PN G024.2-05.2 ",M4-11,4202377048194457344,B,283.5736,-10.0869,1.33,18.04,0.31,0.69,-0.06,283.5736,-10.0869
421," ","PN G024.3-03.3 ",Pe1-17,4203399937651147520,B,281.9531,-9.1522,1.21,20.73,0.95,1.94,-0.05,281.9531,-9.1522
422," ","PN G024.4+00.9 ",MPAJ1832-0706,4159840031367633024,B,278.0953,-7.116,0.37,19.29,2.82,4.42,0.95,278.0953,-7.116
423," ","PN G024.4-03.3 ",PHRJ1848-0903,4203498996752125696,B,282.0323,-9.0529,3.24,20.17,1.89,2.65,0.69,282.0323,-9.0529
424," ","PN G024.6+00.5 ",MPAJ1834-0706,4252901531617858944,B,278.5833,-7.0882,0.91,19.95,3.63,28.46,-2.03,278.5833,-7.0882
425," ","PN G024.8-01.4 ",Sab8,4252568654478440064,B,280.4422,-7.8582,0.68,19.47,2.15,1.41,1.57,280.4422,-7.8582
426," ","PN G024.8-02.7 ",M2-46,4251616408769092352,B,281.6442,-8.4673,0.16,16.7,1.17,2.14,0.09,281.6442,-8.4673
427," ","PN G025.0-11.6 ",Abell60,4186077574260953984,A,289.8241,-12.2434,0.47,18.52,-0.24,0.48,-0.51,289.8241,-12.2434
428," ","PN G025.1-04.6 ",Pa121,4203637225993816576,B,283.5191,-9.0299,0.15,15.3,0.56,1.1,-0.02,283.5191,-9.0299
429," ","PN G025.1-08.4 ",MPAJ1907-1043,4199466808402502656,A,286.8853,-10.7292,0.29,18.34,0.22,1.1,-0.38,286.8853,-10.7292
430,*,"PN G025.3+40.8 ",IC4593,4457218245479455744,A,242.9356,12.0714,0.05,11.22,-0.29,0.21,-0.41,242.9356,12.0714
431," ","PN G025.3-04.6 ",K4-8,4203838127400757248,A,283.5834,-8.7926,0.27,16.23,0.02,0.87,-0.46,283.5834,-8.7926
432,*,"PN G025.4-04.7 ",IC1295,4203649492421426816,A,283.6548,-8.8271,2.18,16.82,-0.21,0.41,-0.44,283.6548,-8.8271
433," ","PN G025.4-09.2 ",PHRJ1911-1049,4199240790047070720,B,287.7779,-10.8209,2.08,17.3,1.35,0.92,0.93,287.7779,-10.8209
434," ","PN G025.4-16.4 ",Kn56,4183190948217334400,A,294.4324,-13.8557,0.32,20.32,-0.3,0.35,-0.49,294.4324,-13.8557
435," ","PN G025.5-06.8 ",MPAJ1902-0940,4202650994066662656,A,285.6562,-9.6683,0.27,17.45,0.09,1.01,-0.46,285.6562,-9.6683
436," ","PN G025.6+02.8 ",MPAJ1827-0510,4257140836167961984,B,276.9891,-5.1731,0.22,18.73,1.99,3.56,0.29,276.9891,-5.1731
437," ","PN G025.8-17.9 ",NGC6818,4182562817846811904,A,295.9905,-14.1533,0.16,16.32,-0.28,0.55,-0.59,295.9905,-14.1533
438," ","PN G025.9+02.7 ",PaJ1828.6-0457,4257162242283481088,B,277.1715,-4.96,0.22,19.64,1.96,3.96,0.03,277.1715,-4.96
439," ","PN G025.9+10.3 ",MCS1,4178943603525569280,A,270.467,-1.4385,0.87,16.47,0.26,1.1,-0.34,270.467,-1.4385
440," ","PN G025.9-02.1 ",Pe1-15,4252321092669536000,A,281.6025,-7.2429,0.18,17.7,0.79,2.05,-0.29,281.6025,-7.2429
441,*,"PN G026.0+46.6 ",WPS4,1192780832638095872,B,237.728,14.9927,0.91,14.87,-0.17,0.02,-0.19,237.728,14.9927
442,*,"PN G026.1-17.6 ",Pa161,4183333506776770688,B,295.8691,-13.7498,0.15,13.31,1.06,0.44,0.86,295.8691,-13.7498
443," ","PN G026.2-03.4 ",PHRJ1851-0732,4252076348209607296,B,282.8803,-7.5415,0.48,18.34,0.88,1.05,0.35,282.8803,-7.5415
444," ","PN G026.3-02.2 ",Pe1-16,4252368268565393920,A,281.8844,-6.9011,0.56,19.27,0.46,1.79,-0.51,281.8844,-6.9011
445," ","PN G026.5+02.0 ",Mul13,4257218175601609984,A,278.1329,-4.7698,0.12,18.03,1.74,4.15,-0.34,278.1329,-4.7698
446,*,"PN G026.5-03.0 ",Pe1-19,4252307211263954688,A,282.4361,-7.0265,0.38,15.88,0.26,0.9,-0.22,282.4361,-7.0265
447," ","PN G026.6-01.5 ",K4-5,4253203278927003648,A,281.4025,-6.3096,0.91,18.5,-0.04,1.48,-0.85,281.4025,-6.3096
448," ","PN G026.7-01.2 ",PHRJ1844-0603,4253413010753012736,B,281.121,-6.0571,0.98,18.46,2.54,3.3,1.16,281.121,-6.0571
449," ","PN G026.8-00.5 ",PHRJ1842-0539,4253500456269815296,A,280.5753,-5.6518,2.53,20.84,2.38,12.77,-1.62,280.5753,-5.6518
450," ","PN G026.8-08.5 ",Kn65,4201133736742954880,A,287.7141,-9.2803,0.88,18.59,0.1,0.92,-0.41,287.7141,-9.2803
451," ","PN G026.9+04.4 ",FPJ1824-0319,4269681144201350016,B,276.0674,-3.3077,7.54,19.11,3.93,7.18,1.04,276.0674,-3.3077
452," ","PN G026.9-00.7 ",PHRJ1843-0541,4253485406696238464,B,280.7948,-5.6984,5.53,20.01,2.63,9.11,-1.18,280.7948,-5.6984
453," ","PN G027.0+01.5 ",PHRJ1835-0429,4256875063578183808,A,278.7987,-4.4847,1.89,18.97,1.25,4.03,-0.78,278.7987,-4.4847
454," ","PN G027.3-03.4 ",Abell49,4253933010964747904,B,283.3687,-6.4786,2.85,20.09,1.37,1.43,0.71,283.3687,-6.4786
455," ","PN G027.4-00.9 ",PHRJ1844-0517,4253616008070016896,A,281.2271,-5.2908,4.59,20.78,2.72,8.86,-1.09,281.2271,-5.2908
456,*,"PN G027.4-03.5 ",Vy1-4,4253934209252777344,A,283.5079,-6.439,0.41,15.7,-0.17,1.12,-0.78,283.5079,-6.439
457," ","PN G027.6+08.4 ",PNPM1-217,4274355099417395072,B,272.9164,-0.8173,0.18,17.32,1.34,2.48,0.1,272.9164,-0.8173
458," ","PN G027.6+10.5 ",Pre21,4275388365469550720,B,271.0816,0.1346,0.36,19.96,0.44,0.94,-0.06,271.0816,0.1346
459,*,"PN G027.6+16.9 ",DeHt2,4376331092036268032,A,265.4204,3.1159,3.39,14.98,-0.28,0.51,-0.56,265.4204,3.1159
460," ","PN G027.6-00.8 ",PHRJ1844-0503,4253635490089186176,A,281.1898,-5.0652,0.36,19.46,1.34,8.56,-1.64,281.1898,-5.0652
461," ","PN G027.6-09.6 ",IC4846,4201385082534035200,A,289.1176,-9.0435,0.16,15.24,-0.21,0.71,-0.61,289.1176,-9.0435
462," ","PN G027.7+00.7 ",M2-45,4256918322511326336,B,279.841,-4.3309,0.22,19.73,2.38,2.73,1.23,279.841,-4.3309
463," ","PN G027.8+02.3 ",MPAJ1833-0325,4258017864153209856,B,278.4097,-3.4322,0.05,17.5,2.41,3.7,0.79,278.4097,-3.4322
464," ","PN G027.8+02.7 ",PHRJ1832-0317,4258035907324442240,B,278.1303,-3.2961,1.75,19.71,3.13,3.96,1.55,278.1303,-3.2961
465," ","PN G027.9-01.4 ",PHRJ1847-0507,4255077224604477312,B,281.8727,-5.1235,14.23,20.14,0.58,3.66,-1.19,281.8727,-5.1235
466," ","PN G028.0+10.2 ",WeSb3,4275480995019447552,A,271.5032,0.3774,0.12,17.37,0.05,0.94,-0.47,271.5032,0.3774
467," ","PN G028.2-04.0 ",Pe1-20,4253881230894735616,A,284.3224,-5.9978,0.45,20.38,0.28,1.06,-0.3,284.3224,-5.9978
468," ","PN G028.5+01.6 ",M2-44,4259355871048895232,B,279.404,-3.0992,1.29,18.74,1.2,2.67,-0.18,279.404,-3.0992
469," ","PN G028.5+05.1 ",K3-2,4271262276290004864,B,276.2523,-1.5146,0.24,17.09,1.91,3.38,0.3,276.2523,-1.5146
470," ","PN G028.5-01.4 ",PHRJ1848-0435,4255124812904736256,B,282.1686,-4.5978,2.6,17.34,2.02,3.45,0.4,282.1686,-4.5978
471," ","PN G028.7+00.7 ",MGE028.7440+00.7076,4258535704082088704,B,280.3157,-3.4022,4.64,20.96,2.18,13.96,-1.72,280.3157,-3.4022
472," ","PN G028.7+02.7 ",K3-7,4259650192241859840,B,278.5567,-2.4602,0.26,19.0,1.41,2.6,0.11,278.5567,-2.4602
473," ","PN G028.7-03.9 ",Pe1-21,4254114494800691328,A,284.4571,-5.4613,0.34,18.17,0.46,1.66,-0.43,284.4571,-5.4613
474," ","PN G029.0+00.4 ",Abell48,4258557110213184896,B,280.6955,-3.2215,0.12,16.75,2.72,3.01,1.49,280.6955,-3.2215
475," ","PN G029.0+02.2 ",MPAJ1836-0227,4259642190765140992,A,279.0446,-2.4539,0.35,20.05,1.24,3.39,-0.51,279.0446,-2.4539
476,*,"PN G029.2-05.9 ",NGC6751,4206136209740612352,A,286.4814,-5.9923,0.73,13.69,-0.21,0.81,-0.66,286.4814,-5.9923
477,*,"PN G029.3-01.2 ",PHRJ1849-0347,4258331057475279616,B,282.313,-3.7831,1.08,16.59,2.08,2.45,1.02,282.313,-3.7831
478," ","PN G029.5-00.2 ",IPHASJ184616.33-030626.0,4258616312027640448,B,281.568,-3.1072,0.64,20.23,2.46,46.76,-2.76,281.568,-3.1072
479," ","PN G029.8+00.5 ",PHRJ1843-0232,4259458366129445632,B,280.989,-2.5374,9.6,20.56,2.32,19.34,-1.88,280.989,-2.5374
480," ","PN G029.9+03.7 ",IPHASXJ183249.6-005638,4272105636060191232,B,278.207,-0.944,0.13,19.28,1.95,4.05,-0.04,278.207,-0.944
481," ","PN G029.9+05.8 ",Pa34,4273177483801926272,A,276.3137,0.0348,0.61,19.25,0.98,2.39,-0.27,276.3137,0.0348
482," ","PN G030.0-04.2 ",PHRJ1901-0429,4254656180365848448,A,285.311,-4.4926,0.92,19.91,0.29,1.48,-0.51,285.311,-4.4926
483," ","PN G030.0-08.0 ",Pa159,4211173239978256128,B,288.7795,-6.1792,7.06,19.07,1.62,0.96,1.2,288.7795,-6.1792
484," ","PN G030.5+01.5 ",IRAS18390-0128,4260148618930827008,A,280.4185,-1.4216,0.05,20.69,1.62,4.96,-0.82,280.4185,-1.4216
485,*,"PN G030.5-18.4 ",Fr2-42,4190499986125543168,A,298.4,-10.3255,2.52,16.32,-0.23,0.0,-0.23,298.4,-10.3255
486," ","PN G030.6-16.4 ",Fe4,4193856211011004672,A,296.6285,-9.3556,0.2,16.07,-0.23,0.44,-0.47,296.6285,-9.3556
487," ","PN G030.8+03.4 ",Abell47,4272579796149993728,B,278.844,-0.2309,1.44,18.35,2.16,4.79,-0.19,278.844,-0.2309
488,*,PN G030.8+03.4a,IPHASJ183531.31-001550.0,4272532521447280384,B,278.8805,-0.264,0.09,17.72,2.11,1.64,1.42,278.8805,-0.264
489,*,"PN G031.0-10.8 ",M3-34,4207957000957467392,A,291.7579,-6.5847,0.11,15.96,-0.31,0.87,-0.79,291.7579,-6.5847
490," ","PN G031.2+05.9 ",K3-3,4276358851977975168,B,276.7888,1.2408,0.42,19.88,1.74,3.59,-0.04,276.7888,1.2408
491," ","PN G031.3-00.5 ",HaTr10,4259248737363244032,B,282.6015,-1.6724,5.26,20.64,2.03,23.49,-2.02,282.6015,-1.6724
492," ","PN G032.1+07.0 ",PC19,4277099858391308800,A,276.1855,2.4911,0.1,16.88,0.09,1.73,-0.84,276.1855,2.4911
493,*,"PN G032.1-06.2 ",FPJ1912-0331,4260597185313614976,A,288.131,-3.5257,0.5,13.99,-0.29,0.0,-0.29,288.131,-3.5257
494," ","PN G032.2-01.4 ",PHRJ1855-0116,4265235681271315840,B,283.8211,-1.282,3.08,20.62,2.44,3.19,1.1,283.8211,-1.282
495," ","PN G032.3-04.5 ",IPHASXJ190631.5-023236,4261710097262261248,B,286.6317,-2.5431,1.03,19.64,1.75,1.84,0.93,286.6317,-2.5431
496," ","PN G032.5-00.4 ",MPAJ1852-0033,4266084985277747200,B,283.1064,-0.5573,0.4,19.82,2.92,2.85,1.76,283.1064,-0.5573
497," ","PN G032.5-03.2 ",K3-20,4262011019866089856,B,285.5423,-1.8126,0.12,15.7,1.31,1.95,0.36,285.5423,-1.8126
498," ","PN G032.5-05.2 ",MPAJ1909-0242,4261269291843584000,A,287.3818,-2.7082,0.36,19.26,0.49,1.47,-0.3,287.3818,-2.7082
499," ","PN G032.7-00.5 ",IPHASXJ185312.9-002529,4266180917652732672,B,283.3047,-0.4255,3.59,20.9,2.51,11.07,-1.46,283.3047,-0.4255
500," ","PN G032.9+07.8 ",K3-1,4278089212706036736,A,275.8405,3.6077,0.15,18.52,0.35,1.2,-0.29,275.8405,3.6077
501," ","PN G033.0-05.3 ",Abell55,4261355470375324672,A,287.6074,-2.3396,0.77,19.7,0.08,1.37,-0.67,287.6074,-2.3396
502,*,"PN G033.1-06.3 ",NGC6772,4261038467432411776,B,288.6514,-2.7068,0.85,18.4,0.5,1.17,-0.12,288.6514,-2.7068
503," ","PN G033.2-01.9 ",Sa3-151,4265754375870414592,A,284.7156,-0.5493,0.07,18.92,0.6,2.94,-0.92,284.7156,-0.5493
504," ","PN G033.2-04.0 ",PHRJ1906-0133,4262198413530027520,A,286.5637,-1.556,0.16,19.4,0.96,2.36,-0.27,286.5637,-1.556
505," ","PN G033.3-05.0 ",Pa36,4261389417811016064,A,287.5379,-1.8749,0.6,19.3,0.54,1.86,-0.46,287.5379,-1.8749
506," ","PN G033.4-06.9 ",PHRJ1917-0240,4261120724620894720,A,289.319,-2.6739,0.47,20.37,0.69,1.77,-0.25,289.319,-2.6739
507," ","PN G033.6+06.6 ",Pa17,4283305879985226240,A,277.2924,3.6639,0.1,19.46,0.29,1.4,-0.47,277.2924,3.6639
508," ","PN G033.7-02.0 ",CBSS1,4265789624653994624,B,285.0673,-0.2425,0.39,19.47,1.17,2.55,-0.14,285.0673,-0.2425
509," ",PN G033.7-02.0a,PHRJ1900-0014,4265769356705057792,A,285.014,-0.2339,1.03,20.19,0.97,2.81,-0.49,285.014,-0.2339
510," ","PN G033.8+00.1 ",IPHASXJ185225.8+005250,4266901613164235904,B,283.1107,0.8822,12.63,19.04,2.31,3.17,0.94,283.1107,0.8822
511," ","PN G033.8+01.5 ",PHRJ1847+0132,4278692805923570048,B,281.9392,1.5464,0.46,18.98,2.61,5.02,0.29,281.9392,1.5464
512," ","PN G033.9+01.2 ",IPHASJ184853.00+012852.2,4278677447120276096,B,282.2208,1.4811,0.11,19.87,2.81,5.31,0.42,282.2208,1.4811
513," ","PN G033.9-07.3 ",Pa37,4214612993377735552,B,289.8721,-2.5003,1.44,18.52,1.41,1.77,0.57,289.8721,-2.5003
514,*,"PN G034.1-10.5 ",HaWe13,4213334746695221888,A,292.7801,-3.709,0.87,16.68,0.17,0.94,-0.35,292.7801,-3.709
515," ","PN G034.3+06.2 ",K3-5,4283434037501295744,B,277.9409,4.0859,0.21,17.69,1.36,2.09,0.34,277.9409,4.0859
516," ","PN G034.5+07.7 ",Pa16,4284399924112532608,A,276.6457,4.9849,0.06,19.65,0.28,1.27,-0.41,276.6457,4.9849
517," ","PN G034.5-06.7 ",NGC6778,4262769064373735296,B,289.604,-1.5965,0.06,16.69,0.43,0.87,-0.03,289.604,-1.5965
518,*,"PN G034.6+11.8 ",NGC6572,4472051344537031808,A,273.0263,6.8536,0.16,12.65,-0.24,0.6,-0.57,273.0263,6.8536
519,*,"PN G034.7-06.2 ",PHRJ1917-0112,4262994116345873024,B,289.2812,-1.2072,0.79,14.85,0.64,1.22,0.0,289.2812,-1.2072
520," ","PN G035.1+03.4 ",PaJ1843.0+0334,4280446153312965376,B,280.7655,3.5746,0.54,19.1,1.74,2.47,0.59,280.7655,3.5746
521," ","PN G035.2+05.2 ",Pa10,4283781551897715072,B,279.2943,4.4718,0.09,18.62,1.83,2.18,0.85,279.2943,4.4718
522," ","PN G035.6-04.2 ",MPAJ1911+0027,4264281610117661056,B,287.8527,0.4625,1.82,18.28,1.3,1.33,0.68,287.8527,0.4625
523,*,"PN G035.7+19.2 ",Pa157,4489876627044035456,A,266.7854,11.0058,0.07,16.3,-0.27,0.32,-0.45,266.7854,11.0058
524," ","PN G035.7-05.0 ",K3-26,4264027902125405056,A,288.6632,0.2267,0.3,19.55,0.45,1.3,-0.25,288.6632,0.2267
525," ","PN G035.9-01.1 ",Sh2-71,4268419317167114240,A,285.4998,2.1545,0.08,19.94,0.79,8.52,-1.82,285.4998,2.1545
526," ","PN G035.9-02.9 ",Pa50,4267584719119811968,B,286.881,1.306,0.61,20.36,1.08,2.19,-0.05,286.881,1.306
527,*,"PN G036.0+17.6 ",Abell43,4488953930631143168,A,268.3845,10.6234,0.48,14.66,-0.21,0.46,-0.47,268.3845,10.6234
528," ","PN G036.0-01.4 ",IPHASXJ190227.3+020804,4268407836720173568,B,285.6106,2.1325,13.96,20.65,2.43,9.93,-1.37,285.6106,2.1325
529,*,"PN G036.1-57.1 ",NGC7293,6628874205642084224,A,337.4108,-20.8372,0.17,13.46,-0.59,0.09,-0.64,337.4108,-20.8372
530," ","PN G037.3-07.1 ",MPAJ1924+0038,4263701961311861760,A,291.2405,0.6442,0.48,19.11,0.26,1.1,-0.34,291.2405,0.6442
531," ","PN G037.5-05.1 ",Abell58,4264850714784262272,A,289.5856,1.783,1.2,20.97,-0.06,1.23,-0.73,289.5856,1.783
532," ","PN G037.6-04.7 ",BMPJ1917+0200,4264872636281775488,B,289.2805,2.0028,0.51,20.57,1.59,1.17,1.08,289.2805,2.0028
533," ","PN G037.7-01.3 ",IPHASXJ190503.1+034225,4269239140569604608,B,286.2621,3.7074,3.92,20.03,1.65,2.8,0.3,286.2621,3.7074
534," ","PN G037.7-05.9 ",PHRJ1921+0136,4264623145896445184,A,290.337,1.6039,0.18,17.67,0.53,1.45,-0.25,290.337,1.6039
535," ","PN G037.7-06.0 ",MPAJ1921+0132,4264619130140417664,A,290.4354,1.5445,0.32,19.03,0.11,1.66,-0.78,290.4354,1.5445
536,*,"PN G037.7-34.5 ",NGC7009,6889338034837425920,A,316.0451,-11.3635,0.96,12.77,-0.41,0.14,-0.48,316.0451,-11.3635
537," ","PN G037.8-02.5 ",Pa52,4269008140031070208,B,287.3954,3.1678,0.23,19.15,0.79,1.7,-0.1,287.3954,3.1678
538," ","PN G037.9-03.4 ",Abell56,4268179207028750592,A,288.2754,2.8798,0.84,19.43,-0.14,1.67,-1.03,288.2754,2.8798
539," ","PN G038.0-02.5 ",IPHASXJ191003.4+032224,4269018104397704576,A,287.5135,3.3748,5.64,18.3,0.35,1.06,-0.22,287.5135,3.3748
540," ","PN G038.1-25.4 ",Abell70,6907822573352460032,B,307.8883,-7.0884,0.14,17.66,1.04,0.18,0.96,307.8883,-7.0884
541,*,"PN G038.2+12.0 ",Cn3-1,4482121324862387968,B,274.3921,10.1509,0.24,12.56,0.45,0.51,0.18,274.3921,10.1509
