recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag_x,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist
547,,"PN G039.8-06.9 ",PHRJ1928+0253,4289193352436323072,B,292.2138,2.8982,1.59,20.32,0.88,0.62,0.58,292.2138,2.8982,111472922138548321,292.2138313,2.8981732,0.033,0.01,0.0,436527104,52,56163.79645833,5,37,20.8127,0.0392,20.9738,0.0495,115000,20.3557,0.0137,20.4906,0.0301,115000,20.207,0.0673,20.5018,0.0369,115000,20.0786,0.0353,20.3365,0.043,115000,,,,,114720,0.148314
548,,"PN G040.1+03.2 ",IPHASXJ185309.4+075241,4310230750781889920,B,283.2893,7.878,0.13,19.96,2.08,4.28,0.0,283.2893,7.878,117452832893054128,283.28925622,7.8780028,0.066,0.05,0.0,512024576,61,56087.07376157,5,57,20.9237,0.0153,19.5057,0.0543,16892216,19.3027,0.0277,18.0758,0.0604,16892216,19.0739,0.0205,18.0519,0.0182,16892216,18.2433,0.0551,17.187,0.0163,16892216,17.1185,0.0278,15.979,0.0579,16892216,0.156498
549,,"PN G040.4-02.0 ",Pa129,4293609094235062528,B,288.1788,5.7628,0.36,17.69,1.93,3.06,0.51,288.1788,5.7628,114912881787675909,288.17878672,5.76284466,0.004,0.002,0.0,503635968,60,55997.62387731,5,61,19.0435,0.0059,19.0962,0.0106,115000,17.7839,0.0048,17.7846,0.008,115000,17.1635,0.0041,17.2219,0.0052,115000,16.7873,0.003,16.8369,0.005,115000,16.4983,0.0069,16.5601,0.0211,115000,0.166917
550,,"PN G040.4-03.1 ",K3-30,4293331879884359680,A,289.1154,5.222,0.08,17.95,0.79,2.16,-0.36,289.1154,5.222,114262891153856917,289.11539607,5.22204068,0.014,0.012,90.0,512024576,61,55866.06549769,6,74,16.272,0.0334,15.6176,0.0019,16892216,16.1945,0.1098,15.2763,0.0039,16892216,16.4739,0.0218,15.8446,0.0077,16892216,16.2536,0.0396,15.5817,0.0097,16892216,15.6191,0.0298,14.7702,0.0115,16793912,0.146687
551,,"PN G040.7+03.4 ",IPHASXJ185322.1+083018,4310333898714839936,B,283.3422,8.5052,1.09,19.64,2.9,4.21,1.17,283.3422,8.5052,118202833422336710,283.34222737,8.50516361,0.008,0.004,90.0,503635968,60,56175.98836806,5,65,25.926,,,,114724,20.443,0.0189,20.501,0.0268,115000,18.945,0.0089,18.9277,0.0111,115000,18.0245,0.0063,18.0014,0.0141,115000,17.454,0.0151,17.4121,0.0354,115000,0.164391
552,*,"PN G040.8-09.7 ",WHTZ1,4289684146940013184,A,295.1826,2.5088,0.14,16.89,-0.1,0.74,-0.51,295.1826,2.5088,111012951826391100,295.18264622,2.50883673,0.013,0.005,0.0,1376051200,164,55835.99131944,11,64,16.8642,0.0,16.9088,0.0,16696,17.0677,0.003,17.1449,0.0089,115000,17.299,0.0074,17.3667,0.0094,16696,17.486,0.0078,17.5803,0.0173,16696,17.6098,0.0144,17.6251,0.075,16696,0.212342
553,,"PN G040.9+08.3 ",Kn1,4480747347648736384,A,278.9642,10.9554,0.11,20.01,-0.29,0.76,-0.72,278.9642,10.9554,121142789642967011,278.96424062,10.955392,0.028,0.014,90.0,436527104,52,55880.55049769,5,50,19.9212,0.0158,19.8998,0.0426,115000,20.1425,0.0105,20.2773,0.0359,115000,20.4384,0.0302,20.7516,0.0128,115000,20.5952,0.102,20.7361,0.1781,115000,,,,,114720,0.146767
554,,"PN G041.2-00.6 ",HaTr14,4306360401133813888,B,287.3071,7.0956,1.01,20.42,2.3,4.58,0.12,287.3071,7.0956,116512873071185241,287.30710493,7.09561454,0.02,0.003,0.0,503635968,60,55960.69243056,4,56,27.5,,,,16420,21.1641,0.0257,20.4138,0.0848,16892216,19.7498,0.0103,19.8341,0.0295,115000,18.8176,0.0145,18.8436,0.0236,115000,18.1111,0.0332,18.1637,0.076,115000,0.05479
555,,"PN G041.4-09.6 ",Pa13,4289787771600957824,A,295.3376,3.1216,0.11,16.64,0.13,0.85,-0.33,295.3376,3.1216,111742953376366412,295.3376387,3.12162802,0.007,0.006,0.0,503636096,60,55789.7953125,5,83,16.6932,0.007,16.5125,0.0165,115000,16.7466,0.0052,16.5577,0.0103,16892216,16.8905,0.0018,16.9007,0.0267,16892216,17.0489,0.0153,17.0757,0.0288,115000,17.1086,0.0122,17.2004,0.0166,115000,0.172021
556,,"PN G041.8+04.4 ",K3-15,4311505638850116096,B,282.9231,9.9145,0.0,15.85,1.2,1.36,0.55,282.9231,9.9145,119892829230987952,282.92309255,9.91454061,0.008,0.007,0.0,503636112,60,56057.67697917,5,67,16.8798,0.0063,16.7108,0.0085,16892216,15.3922,0.0019,15.4221,0.003,115000,15.8276,0.0033,15.8437,0.0063,115000,15.8217,0.0117,15.8571,0.0109,115000,15.1901,0.0081,15.3101,0.0011,115000,0.147726
557,*,"PN G041.8-02.9 ",NGC6781,4294123077230164736,B,289.617,6.5387,0.24,16.74,0.37,1.06,-0.2,289.617,6.5387,115842896170736983,289.61702586,6.53873397,0.006,0.003,0.0,512024576,61,55879.15657407,10,81,16.7806,0.0317,12.2097,0.0188,16892216,16.7404,0.0181,10.9006,0.0955,16892216,16.8276,0.0092,16.6105,0.0348,16892216,16.8738,0.0042,16.7587,0.0271,16892216,16.907,0.0123,16.5073,0.0337,16892216,0.153031
558,,"PN G042.0+05.4 ",K3-14,4503757445981896832,B,282.1367,10.5974,0.13,15.04,0.7,1.01,0.18,282.1367,10.5974,120712821367257361,282.13670349,10.59739761,0.005,0.004,0.0,503635968,60,55928.38452546,5,61,15.0786,6.0E-4,15.0692,0.0028,115000,14.2538,0.0162,14.1345,0.007,16892216,14.9441,0.0073,14.8973,0.0152,16892216,14.9608,0.0176,14.8904,0.0149,16892216,14.8434,0.0108,14.7558,0.0028,16892216,0.014483
559,,"PN G042.0-02.2 ",PaJ1916.3+0702,4306174446223256960,B,289.0982,7.0399,0.29,17.48,2.19,3.43,0.65,289.0982,7.0399,116442890982018395,289.0981648,7.03988591,0.006,0.001,0.0,503635968,60,55945.63846065,5,74,19.0023,0.008,19.1135,0.0105,115000,17.6972,0.0022,17.7705,0.0078,115000,16.8952,0.0049,16.9645,0.0064,115000,16.3845,0.0036,16.4668,0.0118,115000,16.0149,0.0071,16.0866,0.012,115000,0.135376
560,,"PN G042.2+01.1 ",IPHASXJ190417.9+084916,4307548389086262656,B,286.0746,8.8211,0.21,19.72,2.95,5.05,0.79,286.0746,8.8211,118582860746245820,286.0746126,8.82110646,0.053,0.028,90.0,503635968,60,56059.50315972,5,68,21.6613,0.0506,21.6716,0.0658,115000,19.5834,0.0095,19.6976,0.0207,115000,19.0957,0.0113,19.2355,0.0223,115000,17.9361,0.0181,18.123,0.016,115000,16.2591,0.009,16.3696,0.0127,115000,0.050113
561,,"PN G042.5-14.5 ",NGC6852,4237745794618477440,A,300.1634,1.728,0.02,17.91,-0.22,0.28,-0.37,300.1634,1.728,110073001633844124,300.16336672,1.72801032,0.029,0.011,0.0,444915712,53,55734.94422454,4,28,17.5646,0.0019,14.2096,0.012,16892216,18.016,0.019,,,16892216,18.4092,0.0114,18.338,0.0463,115000,18.6154,0.0087,18.5552,0.0441,16892216,18.6488,0.0684,18.1656,0.1023,16793912,0.125336
562,,"PN G042.6+01.3 ",IPHASXJ190432.9+091656,4310668974884821248,B,286.1375,9.2822,0.97,19.92,2.15,4.44,-0.01,286.1375,9.2822,119132861375019304,286.13750533,9.28227601,0.232,0.104,0.0,512024576,61,55849.2915625,2,55,20.4229,0.0789,19.3902,0.0133,16777496,18.9426,0.1267,17.7083,0.0885,16777496,18.7927,0.0627,17.8751,0.0236,16892216,17.77,0.0707,16.6277,0.039,16892216,16.4198,0.0841,15.0727,0.0116,16777496,0.274795
563,,"PN G042.7+00.8 ",[GKF2010]MN102,4307651880622158208,A,286.6403,9.1224,1.25,19.88,2.62,7.54,-0.85,286.6403,9.1224,118942866402707383,286.64026762,9.12240058,0.006,0.004,0.0,503635968,60,56081.19739583,5,59,25.18,,,,114724,20.7191,0.0302,20.5038,0.1387,16892216,19.251,0.0137,19.2427,0.0363,115000,18.2725,0.0047,18.3214,0.0171,115000,17.4546,0.0144,17.3486,0.0178,16892216,0.115099
564,,"PN G043.0+01.7 ",IPHASXJ190340.7+094639,4310749346635888640,B,285.9198,9.7775,0.41,17.5,1.93,3.5,0.26,285.9198,9.7775,119732859197923464,285.91975489,9.77746856,0.004,0.002,90.0,503635968,60,55962.96792824,5,68,18.8167,0.0311,18.8126,7.0E-4,115000,17.6555,0.0037,17.4494,0.0089,115000,16.9673,0.0066,16.9338,0.0097,115000,16.5762,0.0069,16.576,0.0109,115000,16.3372,0.0054,16.2937,0.0226,115000,0.196334
565,*,"PN G043.1+03.8 ",M1-65,4311868924367555200,B,284.1401,10.8693,0.48,14.5,1.04,1.75,0.16,284.1401,10.8693,121042841401643636,284.14013366,10.86929266,0.004,0.003,0.0,512024576,61,56213.34953704,5,74,14.8156,0.0082,14.7191,0.0067,16892216,13.9874,0.0169,13.4149,0.0012,16892216,14.1371,0.0137,13.8817,0.0025,16892216,14.0762,0.0143,13.7936,0.004,16892216,13.7797,0.0115,13.2438,0.0085,16892216,0.121814
566,*,"PN G043.1+37.7 ",NGC6210,1299564195037054592,A,251.123,23.7998,0.15,12.46,-0.47,0.16,-0.56,251.123,23.7998,136562511229960428,251.12297235,23.79993384,0.053,0.019,0.0,814014464,97,55805.31216435,2,37,12.026,,,,16484,11.885,,,,16484,11.81,,,,16484,11.781,,,,114788,11.866,,,,114788,0.487269
567,,"PN G043.2-02.0 ",PM2-40,4308012932750878720,B,289.4607,8.2523,0.09,15.5,2.0,2.23,1.03,289.4607,8.2523,117902894606803297,289.46067047,8.25231241,0.012,0.006,0.0,503636112,60,55987.63162037,5,70,17.3601,0.0024,17.3971,0.0069,115000,15.2044,0.0023,15.2148,0.0051,115000,14.9265,0.0056,14.9484,0.0038,115000,14.5684,0.0128,14.6093,0.0045,115000,14.0299,0.011,14.0463,0.0117,115000,0.113934
568,,"PN G043.3+02.2 ",PM1-276,4311037792327567744,B,285.5742,10.2924,0.6,17.29,1.35,2.69,0.0,285.5742,10.2924,120352855741771464,285.57416192,10.29244903,0.006,0.002,0.0,444915712,53,55971.14100694,10,66,18.0429,0.0049,15.9612,0.1224,16892216,17.2215,0.011,15.6221,0.011,16892216,16.8883,0.0037,16.544,0.0827,16892216,16.6591,0.0049,16.2375,0.0559,16892216,16.5258,0.0075,15.6473,0.1027,16892216,0.221116
569,,"PN G043.3+03.5 ",IPHASXJ185744.4+105053,4311871432611124608,B,284.4319,10.85,12.98,21.09,0.12,2.6,-1.19,284.4319,10.85,121022844317950485,284.43184362,10.84999096,0.037,0.027,90.0,436527104,52,56270.52297454,5,27,22.4149,0.1833,22.0354,0.1969,115000,21.2129,0.0394,21.3455,0.0257,115000,20.4961,0.0172,20.3657,0.114,115000,20.1247,0.0549,20.1071,0.0528,115000,19.6639,0.1594,20.0705,0.2975,115000,0.202205
570,,"PN G043.3+10.4 ",Kn2,4508624498600685440,A,278.1667,13.9673,0.14,17.3,-0.11,0.55,-0.42,278.1667,13.9673,124762781667181329,278.16668166,13.96731935,0.012,0.008,90.0,436527104,52,55760.04234954,10,63,17.2385,0.0039,17.2735,0.0043,115000,17.4637,0.0021,17.5153,0.0212,115000,17.6946,0.0055,17.753,0.0298,115000,17.8705,0.0076,17.9482,0.0163,115000,17.9892,0.0146,17.8517,0.0429,16892216,0.093551
571,,"PN G043.3+11.6 ",M3-27,4509558434941251584,B,276.9511,14.485,0.14,13.11,0.88,0.64,0.56,276.9511,14.485,125382769511152510,276.95108639,14.48498907,0.006,0.005,90.0,235200512,28,55963.7584838,10,67,14.1856,0.0034,14.2182,0.0059,115000,12.8201,0.0058,12.748,0.0047,16811064,13.8012,0.0034,13.835,0.0042,115000,13.3203,0.0133,13.3905,0.0128,115000,13.5663,0.0083,13.5892,0.02,115000,0.060852
572,,"PN G043.5-13.4 ",Abell67,4241183550857632896,A,299.6126,3.05,1.69,19.48,-0.36,0.37,-0.57,299.6126,3.05,111662996125800422,299.61256801,3.04996887,0.017,0.014,0.0,436527104,52,55991.95028935,10,57,19.3099,0.0064,19.1375,0.0326,16892216,19.6436,0.0117,19.6559,0.0257,115000,19.9715,0.0382,20.0511,0.0473,115000,20.2687,0.0475,20.3443,0.1007,115000,19.8881,0.2141,,,114992,0.160456
573,,"PN G043.8+02.1 ",IPHASXJ190333,4312552751859040512,B,285.9111,10.7067,3.92,20.33,1.84,2.56,0.66,285.9111,10.7067,120842859111318494,285.91112707,10.70668925,0.024,0.011,0.0,436527104,52,55928.18625,5,42,21.9891,0.1762,22.1568,0.3143,115256,20.7382,0.0323,20.918,0.0903,115000,19.9102,0.041,,,115000,19.3164,0.0315,19.5948,0.0502,115000,19.1009,0.0794,19.3482,0.031,115000,0.103724
574,,"PN G044.0+05.2 ",K3-16,4504427250399940864,B,283.2566,12.2666,0.55,18.2,0.43,0.78,0.01,283.2566,12.2666,122722832565670484,283.25662529,12.26664483,0.095,0.03,0.0,512024576,61,55971.86743056,5,81,17.1067,0.0612,16.0435,0.0068,16892216,17.3075,0.0394,15.9223,0.0061,16892216,17.6584,0.0435,16.7381,0.0106,16892216,17.5729,0.089,16.5602,0.0155,16892216,17.3438,0.0315,15.9325,0.0222,16892216,0.185373
575,,"PN G044.3+10.4 ",We3-1,4509807233807831936,B,278.5111,14.8221,0.16,15.24,0.95,0.6,0.67,278.5111,14.8221,125782785110557017,278.51105086,14.82205804,0.007,0.003,90.0,503635968,60,55989.03284722,5,72,15.6342,0.001,15.6492,0.0013,115000,15.1663,0.0044,15.204,0.0023,115000,14.9601,4.0E-4,15.0045,0.0019,115000,14.8933,0.0025,14.9327,0.0019,115000,14.8128,0.004,14.8498,0.0077,115000,0.22743
576,*,"PN G044.3-04.1 ",IPHASJ192717.94+081429.4,4296182638654046592,B,291.8248,8.2415,0.12,17.58,0.5,0.87,0.04,291.8248,8.2415,117892918247800261,291.82477413,8.2414693,0.01,0.007,0.0,503635968,60,55976.9428588,5,67,17.6262,0.0066,17.7479,0.0088,115000,17.4801,0.0095,17.5899,0.016,115000,17.4951,0.016,17.5961,0.0172,115000,17.4597,0.0549,17.5793,0.0481,115000,17.4311,0.0318,17.6761,0.0512,115000,0.143636
577,,"PN G044.3-05.6 ",K3-36,4295152602412852480,A,293.1647,7.4644,0.67,17.11,0.03,0.67,-0.34,293.1647,7.4644,116952931646937837,293.16468512,7.4644264,0.019,0.005,0.0,444915712,53,55596.35609954,5,58,16.6819,0.024,14.7922,0.0122,16892216,16.795,0.0113,15.0305,0.0085,16892216,17.3321,0.0099,15.8305,3.0E-4,16892216,17.481,0.0087,15.941,0.003,16892216,17.4739,0.0453,16.3792,0.0788,16892216,0.109458
578,,"PN G044.6+00.4 ",IRAS19089+1032,4312377345401979008,B,287.8214,10.6262,0.14,19.09,3.67,3.82,2.09,287.8214,10.6262,120752878214531877,287.82144496,10.62615134,0.005,0.004,90.0,512024576,61,56021.96361111,5,73,25.545,,,,114724,19.4905,0.0215,19.2138,0.0153,16892216,18.378,0.0146,18.1764,0.0393,16892216,16.9022,0.0186,16.7672,0.0146,16892216,15.6788,0.015,15.4607,0.0076,16892216,0.23589
579,,"PN G044.9+00.0 ",AGP2,4309376159667160192,B,288.4061,10.6607,6.62,20.94,0.79,14.96,-2.01,288.4061,10.6607,120792884059133443,288.40608776,10.66072666,0.012,0.012,0.0,436527104,52,55858.75559028,10,64,22.5027,0.1837,,,115000,20.8654,0.0698,19.5355,0.099,16892216,20.3798,0.0214,20.5229,0.0102,115000,19.6721,0.0242,19.8408,0.0534,115000,19.2797,0.0258,19.5783,0.1774,115000,0.105804
580,,"PN G045.0-12.4 ",WHTZ3,4248349003725092608,B,299.4972,4.7921,1.26,20.13,0.35,0.21,0.24,299.4972,4.7921,113752994972451091,299.49724131,4.79214317,0.018,0.011,90.0,444915712,53,55635.79290509,10,44,20.2571,0.0268,20.0975,0.0862,16892216,20.0584,0.031,19.376,0.0632,16892216,20.3907,0.0278,20.4885,0.0503,115000,20.3707,0.0779,20.4114,0.1394,115000,,,,,114720,0.214867
581,*,"PN G045.1-20.9 ",DSHJ2027.7+0042,4230632362398259712,B,306.9327,0.7117,0.4,12.97,1.09,0.21,0.99,306.9327,0.7117,108853069327034592,306.93268269,0.71175665,0.097,0.045,90.0,503635968,60,55890.21726852,5,86,13.5504,0.001,13.6074,0.001,115000,12.942,,,,114724,12.715,,,,114724,12.604,,,,114724,12.5901,0.0029,12.6144,0.0049,115000,0.21317
582,,"PN G045.4-02.7 ",Vy2-2,4308704598615929728,A,291.0926,9.8989,0.13,12.78,1.12,4.05,-0.9,291.0926,9.8989,119872910925599182,291.09257901,9.89894207,0.047,0.037,0.0,637853696,76,55626.7621412,3,72,12.8552,0.001,12.844,0.001,16843064,12.1498,0.0099,13.2535,0.0915,16440,13.1,,,,4,12.446,,,,114724,11.4866,0.0013,11.4502,0.0,16843064,0.168653
583,,"PN G045.6+24.3 ",K1-14,4556040392088374912,A,265.6528,21.4501,2.44,16.09,-0.07,0.3,-0.23,265.6528,21.4501,133742656528070664,265.65281326,21.45011243,0.001,0.001,90.0,310534144,37,55979.6947338,0,4,,,,,0,16.1602,0.0375,16.0851,0.1147,16777752,,,,,0,,,,,0,16.4427,0.0108,14.8157,0.0112,16777496,0.063199
584,,"PN G045.7-03.8 ",Fe1,4308446247710760576,B,292.1962,9.5768,3.83,20.46,1.36,1.6,0.61,292.1962,9.5768,119492921962722689,292.19623027,9.57684493,0.028,0.014,90.0,436527104,52,56241.35810185,5,40,21.604,0.0562,21.6089,0.1424,115000,20.5727,0.0309,20.7539,0.0339,115000,19.9816,0.0054,20.2437,0.0703,115000,19.6896,0.0937,19.815,0.0344,115000,19.5247,0.145,19.3091,0.2103,115000,0.19315
585,,"PN G045.7-04.5 ",NGC6804,4296362443149857920,B,292.8964,9.2253,0.13,13.98,0.5,0.33,0.33,292.8964,9.2253,119072928963780920,292.89640625,9.22533193,0.017,0.014,90.0,503635968,60,56067.25347222,5,61,14.2112,0.0073,12.2536,0.0362,115000,13.9984,0.0077,13.5637,0.2101,115000,14.0403,0.004,14.0184,0.0192,115000,14.0909,0.0084,13.8547,0.0629,115000,14.062,0.018,13.6932,0.0227,115000,0.117656
586,,"PN G045.9-01.9 ",K3-33,4309563832565090432,B,290.6111,10.6892,0.11,18.77,2.42,3.7,0.8,290.6111,10.6892,120822906110897573,290.61110086,10.68921755,0.005,0.002,90.0,512024576,61,55925.48543981,5,79,20.5792,0.0313,20.6422,0.0245,115000,17.3951,0.0179,17.2231,0.0055,16892216,17.4853,0.0056,17.4513,0.0049,16892216,16.4094,0.0179,16.3494,0.0033,16892216,15.4426,0.0455,15.3331,0.0276,16892216,0.06181
587,,"PN G046.0-05.9 ",Pa38,4302106562442047616,B,294.2294,8.9033,9.4,18.0,-0.02,0.69,-0.4,294.2294,8.9033,118682942294444454,294.22941279,8.90329341,0.015,0.006,90.0,436527104,52,55931.01734954,5,70,17.9783,0.0085,18.066,0.0059,115000,18.1716,0.0079,18.237,0.0074,115000,18.3738,0.0063,18.3955,0.0109,115000,18.5426,0.0055,18.4471,0.0041,16892216,18.6566,0.0235,18.5392,0.0793,115000,0.051787
588,,"PN G046.3-03.1 ",PB9,4314739847970750976,A,291.9367,10.4057,0.13,17.33,0.73,2.58,-0.62,291.9367,10.4057,120482919367257378,291.93671089,10.40573055,0.009,0.008,0.0,512024576,61,55870.13472222,8,79,16.2856,0.0045,14.915,0.0031,16777496,16.4028,0.0443,14.8984,0.0031,16892216,16.6042,0.02,15.4683,0.0252,16892216,16.3281,0.0525,15.1896,0.016,16892216,16.2013,0.0189,14.4392,0.0116,16892216,0.117462
589,,"PN G046.4-04.1 ",NGC6803,4314488781356419456,A,292.8187,10.056,0.13,16.77,0.17,1.29,-0.53,292.8187,10.056,120062928188137740,292.8186711,10.05599359,0.042,0.008,0.0,914677760,109,56081.95546296,5,75,13.069,,,,114724,12.852,,,,114724,12.758,,,,114724,12.675,,,,114724,12.6518,0.0231,11.4917,0.0052,16892216,0.104819
590,,"PN G046.6-01.4 ",Pa131,4315858566694277504,B,290.525,11.5447,0.09,18.36,3.4,3.59,1.94,290.525,11.5447,121852905250454135,290.52500224,11.54467302,0.004,0.004,0.0,503635968,60,56103.96084491,5,65,21.5634,0.0334,21.6284,0.1348,115000,19.0487,0.0029,18.9799,0.0122,16892216,17.6308,0.0046,17.6512,0.0146,115000,16.7511,0.0065,16.7509,0.0115,115000,16.2015,0.006,16.2031,0.0111,115000,0.096261
591,,"PN G046.7-13.7 ",PaJ2005.8+0535,4248742109181848704,B,301.4553,5.5845,0.9,18.8,0.93,0.35,0.77,301.4553,5.5845,114703014552841854,301.455271,5.58446875,0.008,0.005,90.0,436527104,52,56149.58724537,10,82,19.2512,0.0059,19.3702,0.0119,115000,18.8116,0.0093,18.9219,0.0203,115000,18.6063,0.006,18.7409,0.0085,115000,18.5314,0.0108,18.6641,0.0228,115000,18.5148,0.0312,18.7105,0.0464,115000,0.152708
592,*,"PN G046.8+03.8 ",Sh2-78,4506484097383382272,A,285.792,14.1163,0.27,17.61,-0.01,0.82,-0.46,285.792,14.1163,124942857919980113,285.79197917,14.116312,0.005,0.003,0.0,436527104,52,55887.19039352,5,72,17.5902,0.0047,17.6774,0.0056,115000,17.7747,0.0037,17.8549,0.0068,115000,17.9727,0.0057,18.0324,0.0074,115000,18.1212,0.007,18.1882,0.0093,115000,18.2763,0.0183,18.4277,0.0466,115000,0.085276
593,*,"PN G047.0+42.4 ",Abell39,1305573511415857536,A,246.8905,27.9093,0.19,15.57,-0.46,0.21,-0.58,246.8905,27.9093,141492468904671715,246.89047367,27.9092769,0.004,0.004,90.0,503635968,60,55871.59497685,5,78,15.403,0.0058,15.4244,0.003,115000,15.847,0.0032,15.8834,0.0049,115000,16.2033,0.0027,16.2611,0.0041,115000,16.4932,0.0022,16.5513,0.0066,115000,16.6899,0.0068,16.7734,0.0086,115000,0.117655
594,,"PN G047.0-02.0 ",IPHASXJ192510.5+113400,4315641726680561920,B,291.2949,11.5653,1.75,20.44,2.22,3.18,0.81,291.2949,11.5653,121872912948958824,291.29485757,11.56525044,0.038,0.021,0.0,436527104,52,55988.30349537,5,68,22.2389,0.0254,,,115000,20.8616,0.0389,21.1275,0.0447,115000,19.8505,0.0221,20.0009,0.0521,115000,19.3053,0.025,19.4836,0.052,115000,18.9251,0.058,18.9241,0.1212,115000,0.232832
595,,"PN G047.1+03.9 ",IPHASXJ190319.0+142524,4506633764087096704,A,285.8293,14.4235,0.07,20.64,0.6,1.94,-0.43,285.8293,14.4235,125302858293078708,285.82928013,14.42347945,0.076,0.045,0.0,436527104,52,56195.9731713,5,24,20.7467,0.0539,20.6991,0.067,16892216,20.6766,0.0185,20.7859,0.0545,115000,20.7659,0.0798,21.2453,0.1946,115000,20.813,0.1065,20.8087,0.2434,115000,,,,,114720,0.101513
597,,"PN G047.1-04.2 ",Abell62,4314617943916816384,A,293.3245,10.6166,0.08,18.57,-0.02,0.98,-0.56,293.3245,10.6166,120742933245300359,293.32452026,10.61656061,0.01,0.005,0.0,436527104,52,55761.31366898,5,58,18.4953,0.0075,18.5787,0.0241,115000,18.7153,0.0065,18.818,0.0157,115000,18.8941,0.0183,19.0622,0.0184,115000,19.0252,0.058,19.2384,0.121,115000,19.0732,0.0471,18.798,0.1179,115000,0.159012
598,,"PN G047.2+01.7 ",PM1-286,4314096397510483456,B,287.8993,13.5198,0.22,18.25,1.91,3.43,0.27,287.8993,13.5198,124222878993294288,287.89930759,13.51980564,0.006,0.003,0.0,503635968,60,55870.51084491,5,78,19.4933,0.0082,19.613,0.0131,115000,17.5484,2.0E-4,17.6146,0.0111,115000,17.8085,0.0142,17.904,0.0285,115000,17.0125,0.0055,17.1054,0.0087,115000,15.8716,0.0116,15.9564,0.0101,115000,0.033035
599,,"PN G048.0+04.1 ",IPHASXJ190419.4+152126,4512908200193607424,A,286.0787,15.36,12.14,20.87,0.25,1.8,-0.72,286.0787,15.36,126432860787402532,286.07873094,15.36001323,0.027,0.024,0.0,436527104,52,55793.939375,5,28,21.9673,0.0659,,,115000,21.0832,0.035,21.0792,0.1141,115000,20.6118,0.0614,20.627,0.1101,115000,20.3068,0.0509,,,115000,19.951,0.0046,20.4004,0.3305,115000,0.117998
600,,"PN G048.0-02.3 ",PB10,4315832144050466304,B,292.06,12.3267,0.28,18.99,1.09,2.46,-0.19,292.06,12.3267,122792920597672547,292.06000466,12.3267007,1.204,1.069,90.0,310534144,37,55718.41221065,0,11,15.4305,0.0138,14.5298,0.0164,16777488,,,,,0,17.4705,0.0079,15.427,0.0047,16777496,17.0269,0.0297,14.5693,0.0062,16777496,15.3384,0.0311,14.5197,0.0046,16781328,0.016484
601,,"PN G048.0-04.4 ",IPHASXJ193532.1+112115,4315045722705910528,B,293.8838,11.3543,0.18,19.18,0.28,0.85,-0.18,293.8838,11.3543,121622938837915857,293.88379558,11.35434773,0.016,0.015,90.0,444915712,53,55798.45452546,5,64,19.0644,0.0109,17.9068,0.0289,16892216,19.0407,0.0218,17.5872,0.0163,16892216,19.3184,0.0073,18.7387,0.0794,16892216,19.3665,0.0405,19.1035,0.0371,16892216,19.5081,0.0504,19.3694,0.0907,115000,0.174165
602,,"PN G048.1+01.1 ",K3-29,4320225109682166784,A,288.8774,14.0639,0.25,19.38,1.54,5.75,-1.11,288.8774,14.0639,124872888773047133,288.87731445,14.063846,0.003,0.003,90.0,512024576,61,55914.06835648,5,83,17.6241,0.0346,17.2649,0.006,16892216,16.8075,0.0318,16.3394,0.0044,16892216,17.0898,0.0203,16.7884,0.0137,16892216,16.4378,0.0292,16.1486,0.0149,16892216,15.0074,0.0111,14.7168,0.0062,16892216,0.356418
603,,"PN G048.1-03.2 ",IPHASXJ193127.0+115622,4315370731432156160,B,292.8626,11.9401,1.35,20.29,0.42,1.14,-0.19,292.8626,11.9401,122322928625858545,292.86255664,11.94005305,0.017,0.006,0.0,436527104,52,56001.50914352,10,52,20.5786,0.0228,20.8579,0.0516,115000,20.5117,0.0418,20.615,0.0501,115000,20.3949,0.0542,20.7478,0.0442,115000,20.6206,0.0657,,,115000,,,,,114720,0.227038
604,,"PN G048.7+01.9 ",M4-13,4320554035406988672,B,288.4101,14.9886,0.05,17.66,1.53,2.97,0.05,288.4101,14.9886,125982884101396965,288.41008957,14.98866472,0.157,0.009,0.0,444915712,53,55955.84193287,10,60,17.1478,0.0335,15.6873,0.0047,16892216,15.6149,0.0499,13.892,0.0047,16892216,16.5224,0.2697,14.7644,0.0368,16892216,15.6561,0.1197,14.0671,0.0129,16892216,14.2211,0.0631,12.6083,0.0237,16892216,0.236591
605,*,"PN G048.7-01.5 ",DeHt4,4316505805395758848,B,291.6159,13.3264,8.59,16.28,1.31,1.69,0.5,291.6159,13.3264,123992916158932164,291.61586873,13.32636799,0.002,0.002,0.0,503636096,60,55921.97787037,5,91,17.0495,0.0178,17.0877,0.0031,115000,16.3784,0.0022,16.3997,0.0026,115000,15.9843,0.0103,16.0216,0.0113,115000,15.8031,0.0043,15.8527,0.0072,115000,15.6767,0.0081,15.7138,0.0097,115000,0.158479
