recno,Astrom,PNG,OName,GaiaEDR3,Group,RA_ICRS,DE_ICRS,Dang,Gmag,BP-RP,AV,(BP-RP)0,_RA_icrs,_DE_icrs,objID,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch,Ns,Nd,gmag_x,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist
825,*,"PN G094.0+27.4 ",K1-16,2160562927224840576,A,275.4671,64.3648,0.02,14.98,-0.56,0.09,-0.61,275.4671,64.3648,185232754671098475,275.46708827,64.36482003,0.004,0.002,0.0,503636096,60,56207.59226852,10,80,14.8152,0.0063,14.842,0.0065,115000,15.2825,0.0019,15.3068,0.0034,115000,15.6829,0.0022,15.7249,0.005,115000,15.992,0.0046,16.0683,0.0075,115000,16.1901,0.0098,16.297,0.0141,115000,0.076134
826,,PN G094.5-00.8a,LDu1,2171509218320989440,A,324.024,50.9026,0.04,21.11,1.32,3.79,-0.61,324.024,50.9026,169083240240513781,324.02398936,50.90259066,0.081,0.018,0.0,436527104,52,55781.59799769,8,40,21.3583,0.0307,21.4803,0.0717,115000,21.2579,0.0416,21.5003,0.0573,115000,21.2266,0.0448,21.3922,0.1597,115000,20.8997,0.1554,21.0694,0.2796,115000,,,,,16416,0.039481
827,,"PN G095.1+00.9 ",KKR62,2172642230692221312,B,322.6884,52.6971,3.14,20.42,2.39,2.3,1.44,322.6884,52.6971,171233226884227289,322.68838917,52.69713916,0.016,0.009,0.0,436527248,52,55958.0783912,5,45,22.0765,0.185,,,115000,20.7173,0.0367,20.747,0.0422,115000,19.7765,0.0118,19.9557,0.0311,115000,19.2293,0.0153,19.3659,0.0517,115000,18.8957,0.0284,19.1055,0.0248,115000,0.13729
828,,"PN G095.2+00.7 ",K3-62,2172595604536445184,B,322.9591,52.5643,0.15,18.66,1.64,2.96,0.2,322.9591,52.5643,171073229590957900,322.95910105,52.56432223,0.027,0.014,90.0,512024576,61,55840.88930556,5,63,17.1107,0.0343,16.5024,0.0026,16892216,15.8656,0.0576,15.2475,0.0032,16892216,16.371,0.0537,15.5661,0.004,16892216,15.7206,0.0449,14.8802,0.0038,16892216,14.8394,0.0455,13.8824,0.0134,16892216,0.078128
829,,"PN G095.2+07.8 ",Abell73,2190074983250182400,A,314.1123,57.4341,0.7,20.75,0.73,1.91,-0.28,314.1123,57.4341,176923141122841724,314.11229616,57.43413966,0.018,0.013,0.0,436527104,52,56052.39501157,5,63,21.1188,0.0297,20.7699,0.1231,16892216,20.8284,0.0388,20.7749,0.1629,115000,20.4859,0.0198,20.5489,0.044,115000,20.3099,0.0354,20.3305,0.0691,115000,19.9142,0.1256,19.707,0.1819,115000,0.138998
830,,"PN G095.2+25.4 ",Kn59,2256870662532650624,B,280.4246,65.1995,0.23,20.88,0.49,0.1,0.44,280.4246,65.1995,186242804245670187,280.4245523,65.19950957,0.016,0.015,0.0,444915712,53,56277.93233796,5,73,19.119,0.0344,18.1915,0.0072,16892216,18.0968,0.0752,16.9562,0.007,16892216,20.138,0.0319,18.8864,0.0187,16892216,19.9362,0.0678,18.8968,0.0444,16892216,19.0177,0.0265,17.8991,0.0602,16892216,0.078306
831,,"PN G095.7-00.7 ",PaJ2141.2+5146,2173012693091458304,B,325.3112,51.7664,0.41,17.75,1.49,1.2,0.95,325.3112,51.7664,170123253112100355,325.31121977,51.76638071,0.009,0.007,0.0,503635968,60,55959.46766204,10,67,18.6677,0.0059,18.7592,0.0097,115000,17.8243,0.0046,17.8982,0.0061,115000,17.3587,0.0025,17.438,0.0048,115000,17.0719,0.0114,17.1716,0.0134,115000,16.8083,0.0071,16.8851,0.0098,115000,0.080369
832,,"PN G095.9+03.5 ",Kn28,2176305013164879488,B,320.5024,55.0752,3.38,20.71,1.57,1.95,0.66,320.5024,55.0752,174093205024040900,320.50236773,55.07517333,0.025,0.014,0.0,436527104,52,55971.59759259,5,47,21.8609,0.0882,21.2121,0.1409,16892216,20.8056,0.0254,20.8443,0.0753,115000,20.2319,0.0203,20.4059,0.0692,115000,19.824,0.0244,20.0344,0.0723,115000,19.533,0.1072,20.1952,0.1633,115000,0.114229
833,,"PN G096.3+02.3 ",K3-61,2177492137825896576,A,322.5031,54.4575,0.49,18.11,1.15,2.78,-0.29,322.5031,54.4575,173343225030909758,322.50313126,54.45755036,0.059,0.021,90.0,512024576,61,55933.27290509,5,45,18.5031,0.0309,16.5525,0.0085,16892216,17.5062,0.0579,15.8552,0.0063,16892216,17.701,0.0079,16.3524,0.0074,16892216,17.1412,0.0289,15.7372,0.0132,16892216,16.5506,0.0537,14.7045,0.0128,16892216,0.191188
834,*,"PN G096.4+29.9 ",NGC6543,1633325248915154176,A,269.6392,66.633,0.05,11.24,-0.31,0.14,-0.39,269.6392,66.633,187962696394910224,269.63916892,66.63297851,1.126,0.097,90.0,302145536,36,55753.80864583,0,18,,,,,64,,,,,64,10.7143,0.0785,9.8476,0.0072,88,12.2237,0.001,12.4429,0.001,16777560,11.8899,0.0011,9.1647,0.041,16778328,0.099459
835,,"PN G097.4+12.3 ",KnFe1,2195278765626033024,A,309.5383,61.9175,0.09,20.43,-0.27,0.9,-0.76,309.5383,61.9175,182303095382651756,309.5382802,61.91746859,0.013,0.009,0.0,436527104,52,56122.73618056,5,48,20.3102,0.0354,19.8071,0.0935,16892216,20.4624,0.0187,20.3089,0.0531,16892216,20.722,0.0342,20.8749,0.058,115000,20.5828,0.1119,20.3897,0.1336,115000,,,,,114720,0.116371
836,,"PN G097.6-02.4 ",M2-50,1981056379700822144,A,329.4241,51.6942,0.38,18.35,0.06,1.16,-0.58,329.4241,51.6942,170033294241913748,329.42411564,51.69423775,0.102,0.049,90.0,512024576,61,55867.73357639,5,75,16.4105,0.0159,14.9576,0.0037,16892216,16.7414,0.0425,15.4215,0.0047,16892216,17.5141,0.0381,16.2355,0.005,16892216,17.4187,0.0163,15.9221,0.0288,16892216,16.7773,0.0504,15.1969,0.0118,16892216,0.145168
837,*,"PN G098.1-28.5 ",Fr2-18,1885477727979289088,A,347.8671,29.4927,0.18,15.42,-0.5,0.14,-0.58,347.8671,29.4927,143393478671311880,347.86714671,29.49273883,0.003,0.003,0.0,503635968,60,56060.34075231,5,70,15.2539,0.0043,15.2884,0.0073,115000,15.7136,0.0032,15.7542,0.002,115000,16.0846,0.0028,16.1257,0.0031,115000,16.3704,0.0032,16.4485,0.0048,115000,16.5757,0.0077,16.7116,0.015,115000,0.200966
838,*,"PN G098.3-04.9 ",Pa41,1976783887984709120,A,332.5568,50.0759,0.08,17.36,-0.09,0.37,-0.3,332.5568,50.0759,168093325568231851,332.55685002,50.07593849,0.046,0.024,0.0,444915712,53,55834.37423611,5,83,17.2692,0.0051,17.1997,0.0084,16892216,17.5484,0.0041,17.3811,0.008,16892216,17.8415,0.0065,17.5446,0.0044,16892216,18.076,0.02,17.7026,0.0279,16892216,18.2289,0.0224,18.3502,0.0314,115000,0.177595
839,*,"PN G099.1+05.7 ",KTC1,2179544655458448512,B,322.0457,58.8764,0.58,17.38,1.26,2.18,0.16,322.0457,58.8764,178653220457332410,322.04572653,58.87638923,0.004,0.003,0.0,503635968,60,56002.00462963,5,68,17.9585,0.0086,17.4469,0.0211,16892216,17.1822,0.0101,17.0462,0.0481,16892216,16.7989,0.017,16.8397,0.0276,115000,16.6415,0.0143,16.6484,0.0193,115000,16.7482,0.0303,16.7441,0.074,115000,0.062759
840,*,"PN G099.7-08.8 ",HaWe15,1986574557983855104,A,337.6393,47.5231,0.15,18.25,-0.34,0.28,-0.5,337.6393,47.5231,165023376393218463,337.63930221,47.52313428,0.01,0.008,0.0,436527104,52,55912.53744213,5,78,18.128,0.0059,18.191,0.0072,115000,18.4973,0.0057,18.5651,0.0068,115000,18.8529,0.0087,18.9741,0.0163,115000,19.1287,0.0104,19.2348,0.026,115000,19.2019,0.0531,19.176,0.0852,115000,0.117027
841,,"PN G100.0-08.7 ",Me2-2,1986956260321582720,B,337.932,47.8011,0.19,14.1,0.05,0.42,-0.18,337.932,47.8011,165363379319842002,337.93199578,47.8010655,0.005,0.004,0.0,235200512,28,55922.18300926,4,77,13.0762,0.0012,13.1316,0.0777,4152,13.0879,0.001,12.531,0.001,16892472,13.6746,0.0748,13.5143,0.0952,16843064,13.7867,0.006,13.6534,0.0051,16892216,13.2,0.0099,13.0492,0.0057,16892216,0.130664
842,*,"PN G100.3+02.8 ",Cr1,2202260634408052224,B,327.2987,57.4555,0.08,17.18,1.41,2.21,0.34,327.2987,57.4555,176943272986727282,327.29871083,57.45547845,0.008,0.005,0.0,503635968,60,55967.61344907,5,57,18.1798,0.0057,18.2204,0.0152,115000,17.0347,0.047,17.0783,0.0509,115000,16.9738,0.0154,17.0818,0.0161,115000,16.7737,0.013,16.8333,0.0179,115000,16.5423,0.0109,16.5473,0.0111,115000,0.085786
843,,"PN G100.4+04.6 ",PM1-333,2179381824658713856,A,325.2461,58.9785,0.07,18.91,0.61,1.56,-0.22,325.2461,58.9785,178773252461124846,325.24608032,58.97844058,0.016,0.005,0.0,444915712,53,56070.00462963,5,69,18.9163,0.012,15.7198,0.0249,16892216,18.7397,0.0154,15.7945,0.0068,16892216,18.8393,0.0085,18.6074,0.0668,16892216,18.8226,0.0182,18.5039,0.0528,16892216,18.7675,0.0365,18.2311,0.0874,16892216,0.218305
844,,"PN G100.6-05.4 ",IC5217,2000514441288746752,A,335.9821,50.9668,0.05,15.58,-0.34,0.44,-0.58,335.9821,50.9668,169163359821070846,335.9821425,50.96681496,0.035,0.01,0.0,243589120,29,55995.48230324,7,67,12.987,,,,16420,13.022,,,,98340,13.102,,,,98340,14.7822,0.0573,13.4201,0.0029,16892216,14.1173,0.0567,12.657,0.0039,16892216,0.109195
845,,"PN G101.4-01.9 ",StDr43,2005036900103208704,A,334.076,54.3117,0.03,18.9,-0.13,0.67,-0.5,334.076,54.3117,173173340759424713,334.07595503,54.31167011,0.009,0.006,90.0,436527104,52,56062.8196875,5,52,18.8886,0.0072,18.9721,0.0111,115000,19.0812,0.0057,19.1563,0.0154,115000,19.3044,0.0092,19.4147,0.0163,115000,19.5359,0.0131,19.6541,0.0453,115000,19.7107,0.0499,19.5841,0.1748,115000,0.140256
846,,"PN G101.8+04.3 ",Pa57,2202763076866529024,B,327.7569,59.5904,0.74,16.49,1.95,1.86,1.15,327.7569,59.5904,179503277569799228,327.75693861,59.59041061,0.004,0.003,0.0,503635968,60,56000.63497685,15,70,17.824,0.0056,17.8767,0.0067,115000,16.6165,0.0027,16.6574,0.0041,115000,15.9478,0.0076,15.9664,0.0047,115000,15.5661,0.0128,15.6196,0.0044,115000,15.3035,0.0049,15.3484,0.0054,115000,0.078892
847,*,"PN G101.8+08.7 ",NGC7076,2216998964996270208,B,321.5981,62.8924,0.93,17.07,0.58,1.27,-0.09,321.5981,62.8924,183473215981451641,321.59815115,62.89241284,0.015,0.007,90.0,436527104,52,56118.10719907,5,51,17.2704,0.0076,16.8005,0.0053,16892216,17.0854,0.0081,17.0674,0.0105,115000,17.0416,0.0035,17.0529,0.0124,115000,17.0547,0.0061,17.1346,0.0075,115000,17.0508,0.0289,17.201,0.0893,115000,0.09789
848,,"PN G102.5+02.6 ",,2199751926819942144,B,330.7746,58.6531,0.83,20.62,1.47,3.15,-0.12,330.7746,58.6531,178383307742704431,330.77462375,58.65314495,0.035,0.029,90.0,436527104,52,56036.93763889,5,47,21.5098,0.025,21.3688,0.1531,115000,20.666,0.017,20.709,0.0995,115000,20.1233,0.034,19.9462,0.0797,16892216,19.7796,0.029,19.6264,0.0511,16892216,19.5589,0.1526,19.7359,0.1191,115000,0.171087
849,,"PN G102.7+03.7 ",IPHASJ215919.15+594009.9,2202908173733325312,B,329.8298,59.6694,0.1,20.07,2.28,1.55,1.64,329.8298,59.6694,179603298298563970,329.8297928,59.66938279,0.019,0.013,0.0,503635968,60,56159.78528935,5,46,22.002,0.0697,,,115000,20.3826,0.0381,20.9578,0.105,115000,19.695,0.0904,19.8831,0.0511,115000,18.9783,0.0259,19.0886,0.0365,115000,18.483,0.0166,18.6848,0.0367,115000,0.060725
850,,"PN G102.8-05.0 ",Abell80,2002155050070646912,A,338.69,52.4349,0.41,19.59,-0.38,0.28,-0.53,338.69,52.4349,170923386900572584,338.69002478,52.43494247,0.017,0.015,0.0,436527104,52,55923.26561343,5,43,19.4424,0.0073,19.5822,0.0176,115000,19.8267,0.0166,20.0292,0.0342,115000,20.149,0.0203,20.3712,0.0552,115000,20.3417,0.0717,20.3718,0.1106,115000,,,,,114720,0.167795
851,*,"PN G102.9-02.3 ",Abell79,2004936573978252672,B,336.5719,54.8273,0.21,16.63,1.24,1.18,0.69,336.5719,54.8273,173793365719513464,336.57192744,54.82728033,0.008,0.002,0.0,503635968,60,56093.60783565,5,79,17.3016,0.0025,17.2836,0.0104,115000,16.6594,8.0E-4,16.7043,0.0149,115000,16.3239,0.0019,16.3696,0.0042,115000,16.1391,0.0028,16.1916,0.0069,115000,15.9789,0.004,16.0624,0.014,115000,0.093749
853,,"PN G103.7+00.4 ",M2-52,2198525593413124992,B,335.129,57.6065,2.32,21.94,1.08,6.26,-1.48,335.129,57.6065,177123351292178422,335.12935721,57.60637825,0.044,0.041,90.0,444915712,53,56034.42730324,5,72,18.6292,0.0353,16.2206,0.0145,16892216,17.1353,0.0896,14.5515,0.0254,16892216,19.451,0.0444,16.7102,0.0302,16892216,18.4619,0.0916,15.9504,0.0174,16892216,17.44,0.0363,14.9904,0.0367,16892216,0.814067
854,,"PN G103.7+07.2 ",Kn30,2216463232261024896,B,326.8512,63.086,1.19,20.15,0.44,0.92,-0.04,326.8512,63.086,183703268512324007,326.85124071,63.08598381,0.022,0.015,90.0,444915712,53,55869.43231481,5,58,19.8676,0.0218,18.0235,0.0126,16892216,19.8146,0.0266,17.9315,0.0228,16892216,20.1578,0.0273,19.6509,0.0608,16892216,20.22,0.0411,19.4786,0.0952,16892216,,,,,114720,0.084917
855,,"PN G103.9+05.5 ",Dr5,2204179277897545856,B,329.398,61.858,0.02,20.37,0.76,1.5,-0.02,329.398,61.858,182233293978090401,329.39795143,61.85804665,0.025,0.023,90.0,444915712,53,55894.38717593,5,37,20.4884,0.0279,19.7356,0.055,16892216,20.0693,0.0645,18.9448,0.0627,16892216,20.1025,0.0387,19.7932,0.0667,16892216,20.095,0.026,19.5713,0.1061,16892216,19.8204,0.0,19.5334,0.0,16892216,0.181595
856,,"PN G104.1+07.9 ",NGC7139,2216734669893916800,B,326.5356,63.7914,0.43,18.66,0.48,0.9,0.0,326.5356,63.7914,184553265356330419,326.53565355,63.79139424,0.008,0.006,0.0,444915712,53,55975.1924537,5,65,18.3585,0.0172,14.1546,0.0912,16892216,18.1816,0.006,13.2881,0.0682,16892216,18.4917,0.0115,18.3414,0.0238,16892216,18.3557,0.0129,18.1895,0.0146,16892216,18.1645,0.0255,17.7495,0.0489,16892216,0.08846
857,*,"PN G104.2-29.6 ",Jn1,2871119705335735552,A,353.9722,30.4684,0.12,16.0,-0.48,0.23,-0.61,353.9722,30.4684,144563539721902729,353.97219052,30.46842906,0.004,0.003,90.0,503636096,60,55905.16613426,5,49,15.8325,0.0043,15.8849,0.0097,115000,16.2873,0.015,16.3049,0.0176,115000,16.6636,0.0039,16.713,0.0059,115000,16.9375,0.0052,17.0114,0.0051,115000,17.1462,0.0075,17.3305,0.0255,115000,0.111976
858,,"PN G104.4-01.6 ",M2-53,2006751661516849536,A,338.0738,56.1738,0.31,20.79,0.74,2.15,-0.39,338.0738,56.1738,175403380738419285,338.07378061,56.1738055,0.015,0.015,90.0,444751872,53,55709.77384259,3,6,,,,,114720,,,,,16416,19.872,0.0127,17.0274,0.1225,16892216,,,,,16416,,,,,114720,0.041539
859,*,"PN G105.4-14.0 ",Kn130,1941078175572093696,A,348.272,45.4384,0.43,16.54,-0.32,0.37,-0.52,348.272,45.4384,162523482720006721,348.27200798,45.43838784,0.005,0.004,0.0,436527104,52,56121.99078704,5,60,16.4243,0.0047,16.4716,0.0035,115000,16.7513,0.0053,16.8274,0.0069,115000,17.0749,0.0068,17.1526,0.0057,115000,17.3217,0.0072,17.3975,0.0102,115000,17.486,0.0082,17.5269,0.033,115000,0.049074
861,*,"PN G105.9-20.0 ",Fr1-6,1923253820774422272,A,351.8164,40.0232,0.19,14.77,-0.3,0.35,-0.5,351.8164,40.0232,156023518163958486,351.81644064,40.02322803,0.006,0.004,90.0,503635968,60,56037.96974537,5,71,14.6682,0.0055,14.6896,0.0083,115000,14.9879,0.0041,15.0469,0.0039,115000,15.2982,0.0032,15.3478,0.0037,115000,15.5451,0.0037,15.5975,0.003,115000,15.708,0.0123,15.8337,0.0301,115000,0.148422
862,*,"PN G106.5-17.6 ",NGC7662,1924818288379268736,A,351.4743,42.5349,1.67,13.93,-0.42,0.28,-0.58,351.4743,42.5349,159043514743302543,351.47432941,42.53492557,0.01,0.006,0.0,444915712,53,56036.08969907,5,57,14.1756,6.0E-4,11.5328,0.0199,16892216,13.3344,0.0014,9.8604,0.0076,16892216,14.2185,0.0275,10.9182,0.0101,16892216,14.3241,0.032,10.9458,0.0092,16892216,14.3665,0.005,10.2168,0.007,16892216,0.118848
863,,"PN G107.0+21.3 ",K1-6,2288467186442571008,B,301.0595,74.4266,0.37,12.3,1.35,0.02,1.34,301.0595,74.4266,197313010594582765,301.05946329,74.42663084,0.07,0.039,0.0,604299264,72,55649.28224537,9,84,13.425,,,,16484,12.512,,,,16484,12.112,,,,100,11.873,,,,114788,11.736,,,,16484,0.12483
864,*,"PN G107.2-14.9 ",Dr21,1938255660503776000,A,350.9579,45.2817,0.3,17.49,-0.34,0.41,-0.58,350.9579,45.2817,162333509578758712,350.9578868,45.28170814,0.008,0.005,0.0,436527104,52,56103.34451389,5,72,17.3925,0.0095,17.4598,0.0113,115000,17.7325,0.0039,17.8062,0.0094,115000,18.0618,0.0044,18.1631,0.0125,115000,18.3169,0.0069,18.4134,0.0194,115000,18.468,0.0139,18.5753,0.0502,115000,0.044143
865,,"PN G107.4-02.6 ",K3-87,2004012155267889792,B,343.7789,56.7086,0.44,19.89,0.93,1.72,0.04,343.7789,56.7086,176053437788271057,343.77887962,56.70860974,0.128,0.059,90.0,512024576,61,56179.38925926,5,70,18.8573,0.1212,17.4182,0.0161,16892216,18.6955,0.0376,17.0428,0.008,16892216,19.1237,0.0247,17.6232,0.0213,16892216,18.7137,0.0667,17.3386,0.0189,16892216,17.9227,0.0367,16.6595,0.0219,16892216,0.055602
866,*,"PN G107.6-13.3 ",Vy2-3,1941633699525901440,B,350.7413,46.8995,0.5,14.6,-0.29,0.23,-0.42,350.7413,46.8995,164283507412810027,350.74126432,46.89945999,0.004,0.003,0.0,512024576,61,56101.76482639,5,78,13.241,,,,114724,14.5952,0.0128,13.9407,0.0036,16892216,14.9685,0.0053,14.6532,0.0057,16892216,15.1839,0.008,14.8512,0.0032,16892216,15.256,0.0144,14.7492,0.0092,16892216,0.174237
867,*,"PN G107.7+07.8 ",IsWe2,2218688261534278912,A,333.3438,65.8987,0.02,18.09,-0.09,1.03,-0.66,333.3438,65.8987,187073333439329198,333.34381634,65.89870669,0.006,0.005,90.0,436527104,52,56069.96625,5,56,18.0829,0.0278,18.1791,0.0203,115000,18.2517,0.0072,18.3658,0.0072,115000,18.4378,0.0055,18.5551,0.0082,115000,18.5999,0.0081,18.7535,0.0232,115000,18.7445,0.0237,18.8076,0.0817,115000,0.042653
868,*,"PN G107.8+02.3 ",NGC7354,2201080755349789568,A,340.0828,61.2857,0.05,17.27,1.11,2.8,-0.35,340.0828,61.2857,181543400827833661,340.08277009,61.28574148,0.037,0.022,0.0,193257472,23,56069.55825231,10,72,13.199,,,,114724,16.4006,0.0781,12.3878,0.0169,16875832,16.5903,0.0195,12.9241,0.0119,16892216,16.1194,0.0165,12.3063,0.007,16892216,15.5283,0.051,11.1988,0.0207,16892216,0.15209
869,,"PN G109.4+07.7 ",Kn31,2218796151111558016,A,336.9133,66.736,0.11,20.12,0.82,2.0,-0.23,336.9133,66.736,188083369132693932,336.91327148,66.73599284,0.035,0.015,0.0,436527104,52,56118.6250463,20,48,20.5301,0.0191,20.5879,0.057,115000,20.1014,0.0303,20.1289,0.087,115000,19.9625,0.0189,20.0572,0.0272,115000,19.798,0.0247,19.8201,0.0567,115000,19.7643,0.0336,19.9694,0.0991,115000,0.048169
870,,"PN G109.5-04.3 ",StDr97,1997161068253744768,B,348.5795,55.9937,4.01,19.8,1.53,1.24,0.97,348.5795,55.9937,175193485794443158,348.5794453,55.99369333,0.019,0.01,0.0,436527104,52,56146.32386574,10,70,20.7724,0.0166,20.8602,0.0561,115000,19.7972,0.03,19.9697,0.063,115000,19.3804,0.0083,19.5643,0.0196,115000,19.0926,0.0176,19.2405,0.0449,115000,18.9486,0.0511,18.9766,0.0831,115000,0.111476
871,,"PN G110.2+03.3 ",IPHASXJ225453.2+631827,2208061000617183872,B,343.7219,63.3073,0.99,20.18,2.44,1.6,1.77,343.7219,63.3073,183963437218269594,343.72192651,63.3073515,0.031,0.014,0.0,436527104,52,55975.69865741,5,58,22.0689,0.0804,21.9651,0.1271,115000,20.713,0.0604,20.4452,0.1494,16892216,19.4418,0.0167,19.5068,0.0267,115000,18.804,0.0111,18.8972,0.0165,115000,18.4474,0.017,18.5047,0.031,115000,0.188302
872,,"PN G110.6-01.2 ",WeSb6,2010703954828803200,B,348.27,59.2945,5.92,18.29,1.6,3.46,-0.14,348.27,59.2945,179153482699924141,348.26998785,59.29451544,0.013,0.007,90.0,503635968,60,55968.19243056,5,47,19.2571,0.0071,19.3748,0.014,115000,18.3399,0.0095,18.458,0.0199,115000,17.8421,0.0071,17.9558,0.0079,115000,17.5789,0.0066,17.7233,0.0142,115000,17.387,0.0103,17.5321,0.0168,115000,0.065136
873,,"PN G110.6-12.9 ",K1-20,1940269720990515584,B,354.7951,48.2082,0.51,20.61,0.15,0.28,0.0,354.7951,48.2082,165853547952470475,354.79517205,48.20818418,0.035,0.021,0.0,436527104,52,55964.00177083,5,48,20.1233,0.0312,19.026,0.0571,16892216,20.4886,0.0358,20.0995,0.1159,16892216,20.6401,0.0624,20.6081,0.0642,115000,20.4706,0.0999,20.5721,0.1521,115000,20.1539,0.1402,19.4157,0.1577,16892472,0.18043
874,,"PN G111.2+07.0 ",KjPn6,2212671428967795840,B,342.2591,67.0273,0.64,16.83,1.1,1.93,0.13,342.2591,67.0273,188433422590493488,342.25905214,67.02728877,0.011,0.006,0.0,512024576,61,55938.8369213,5,46,17.3866,0.0083,17.0847,0.0022,16892216,16.4631,0.0258,15.2514,0.0022,16892216,16.5133,0.0101,16.2178,0.0047,16892216,16.3229,0.0124,16.0321,0.0083,16892216,16.1896,0.0191,15.528,0.027,16892216,0.074965
875,,"PN G111.8-02.8 ",Hb12,2009637806507452672,A,351.5618,58.1818,0.04,11.77,0.93,4.97,-1.31,351.5618,58.1818,177813515618548965,351.5618654,58.18184869,0.227,0.153,90.0,1443160064,172,56010.32226852,5,63,12.7488,0.1846,11.9251,0.0519,16794232,11.8983,0.2284,11.1687,0.0046,16893048,13.06,,,,16484,12.189,,,,16484,11.798,,,,114788,0.212318
876,,"PN G112.5-00.1 ",KjPn8,2015433160502141312,B,351.0453,60.9608,8.77,19.09,1.71,1.87,0.87,351.0453,60.9608,181153510453633704,351.0453401,60.96082598,0.008,0.004,90.0,436527104,52,56025.72871528,5,55,20.093,0.0172,20.088,0.0409,115000,19.1468,0.0127,19.09,0.0459,16892216,18.6659,0.006,18.7913,0.0194,115000,18.2955,0.0121,18.3777,0.0179,115000,18.0009,0.0158,18.2233,0.0309,115000,0.116375
877,,"PN G112.9-10.2 ",Abell84,1944244047502655232,A,356.9336,51.3992,2.43,18.49,-0.3,0.25,-0.44,356.9336,51.3992,169673569335549706,356.93355172,51.39919898,0.009,0.007,90.0,436527104,52,56091.36895833,10,81,18.3331,0.0087,18.2223,0.0715,16892216,18.6222,0.0076,18.3579,0.0287,16892216,18.9994,0.0102,19.0395,0.018,115000,19.2348,0.0297,19.2215,0.0293,115000,19.3955,0.0304,19.3459,0.0881,115000,0.108564
878,,"PN G113.3+06.4 ",Kn32,2212362019520749312,A,347.4317,67.394,0.86,20.29,0.93,3.36,-0.79,347.4317,67.394,188873474313633806,347.43132623,67.39422488,0.02,0.019,0.0,444915712,53,56021.72212963,5,73,15.5707,0.036,14.4298,0.007,16892216,15.5022,0.0374,14.3439,0.0138,16892216,15.5233,0.0397,14.2199,0.0167,16892216,15.4891,0.0165,13.9362,0.0051,16892216,15.1367,0.056,13.7746,0.0127,16892216,0.969221
879,*,"PN G114.0-04.6 ",Abell82,1998212476247082880,B,356.4489,57.0662,0.93,14.42,1.55,0.75,1.22,356.4489,57.0662,176483564489380191,356.44893645,57.06622233,0.008,0.005,90.0,235200512,28,56071.34372685,10,86,15.3722,0.0021,15.3799,0.0023,115000,14.4418,0.0041,14.4607,0.0051,115000,14.0235,0.0012,14.0484,0.0012,16875832,13.7539,0.003,13.7936,0.0031,115000,13.5847,0.003,13.6008,0.004,115000,0.10679
880,,"PN G114.4+00.0 ",IPHASXJ233841.2+614146,2012536875076571776,B,354.6716,61.6961,0.34,19.98,1.77,2.58,0.58,354.6716,61.6961,182033546715526031,354.67156687,61.69605934,0.015,0.013,90.0,436527104,52,55951.64277778,5,47,21.0654,0.0356,20.8824,0.1895,16892216,20.0006,0.0283,20.175,0.0814,115000,19.3495,0.02,19.6395,0.0635,115000,18.9506,0.0267,19.1207,0.0242,115000,18.5161,0.0253,18.5505,0.0996,115000,0.15132
881,*,"PN G114.7-01.2 ",IPHASXJ234403.8+603242,2011797217286839168,B,356.0166,60.5449,1.6,15.45,1.87,1.84,1.06,356.0166,60.5449,180653560166294618,356.01664139,60.54489838,0.005,0.002,0.0,503635968,60,56172.9587037,10,54,16.7015,7.0E-4,16.7401,0.0057,115000,15.5813,0.0031,15.6066,0.005,115000,14.9334,0.0018,14.9821,0.0046,115000,14.582,0.0013,14.6343,0.004,115000,14.3426,0.0031,14.3713,0.0056,115000,0.073304
882,,"PN G116.0-04.8 ",IPHASXJ000021.4+572207,422587471554771968,B,0.0891,57.3688,0.03,16.66,1.11,1.06,0.61,0.0891,57.3688,176840000891213276,0.08912438,57.36879774,0.004,0.003,90.0,503635968,60,56148.47886574,5,71,17.228,0.0029,17.2653,0.004,115000,16.6691,0.0026,16.6842,0.0041,115000,16.3966,0.0031,16.4351,0.0062,115000,16.2422,0.0032,16.2799,0.0058,115000,16.1095,0.0059,16.1436,0.0093,115000,0.048864
883,,"PN G116.2+08.5 ",M2-55,2215132685747021056,B,352.9645,70.3704,0.95,19.74,0.74,1.36,0.04,352.9645,70.3704,192443529646665242,352.96453997,70.3704208,0.001,0.001,90.0,444751872,53,56442.94337963,4,8,,,,,114720,18.7066,0.0141,13.0394,0.0246,16892216,19.1988,0.0297,19.7707,0.0313,16793912,,,,,16416,,,,,16416,0.090721
884,,"PN G117.5+18.9 ",IC1454,2286089355109979008,A,340.6025,80.442,0.62,18.82,-0.51,0.23,-0.64,340.6025,80.442,204533406023871241,340.60259318,80.4420473,0.024,0.01,0.0,444915712,53,56193.28074074,5,51,18.3793,0.0113,14.1384,0.0053,16892216,18.8641,0.0166,16.9215,0.2075,16892216,19.3575,0.017,19.2477,0.0316,16892216,19.5985,0.0214,19.4904,0.1075,16892216,19.1828,0.1992,18.5334,0.313,16892216,0.17457
