recno,uid,R,GCVS,RAJ2000,DEJ2000,pmRA,e_pmRA,pmDE,e_pmDE,Epoch,GLON,GLAT,VarType,Per,OutDate,Cl,l_Maxmag,Maxmag,n_Maxmag,l_Minmag,Minmag,u_Minmag,n_Minmag,ref(Coo),f_ref(Coo),ref(pm),ref(CV),f_ref(CV),ref(CV)2,f_ref(CV)2,ref(Cha),u_ref(Cha),n_ref(Cha),ref(Sp),n_ref(Sp),u_ref(Sp),f_ref(Sp),ref(Per),f_ref(Per),Names,IUE,HST,ARIEL5,HEAO1,HEAO2,EXOSAT,ROSAT,GINGA,ASCA,EUVE,objID,RAJ2000_x,DEJ2000_x,errHalfMaj,errHalfMin,errPosAng,f_objID,Qual,Epoch_x,Ns,Nd,gmag,e_gmag,gKmag,e_gKmag,gFlags,rmag,e_rmag,rKmag,e_rKmag,rFlags,imag,e_imag,iKmag,e_iKmag,iFlags,zmag,e_zmag,zKmag,e_zKmag,zFlags,ymag,e_ymag,yKmag,e_yKmag,yFlags,angDist
132,7553,*,TY Psc,21.41408333333333,32.385861111111105,0.0118,0.005,-0.0333,0.005,2000.0,131,-30,UGSU,0.06833,,,,11.7,V,,16.3,,V,1987-28,,1987-28,1987-20,,,,1987-04,,,1985-07,S,,,1996-54,,S 10900,,H,,,,,,,,,146860214140193471,21.41402389,32.38565576,0.01,0.002,90.0,503636096,60,56100.91070602,10,60,17.3765,0.0085,17.4332,0.0093,115000,17.1075,0.0581,17.1974,0.056,115000,17.1424,0.0452,17.2059,0.0462,115000,16.8831,0.0532,16.9345,0.0608,115000,16.5437,0.0616,16.6512,0.0743,115000,0.761031
139,6784,,And,22.858624999999996,36.04436111111111,-0.014,0.005,0.036,0.008,2000.0,132,-26,CV,,,,,16.5,B,,,,,2003-115,,2003-115,2000-80,,,,2000-80,,,2000-80,S,,,,,RX J0131.4+3602,,,,,,,R,,,,151250228585463968,22.85847775,36.04447149,0.007,0.005,0.0,436527104,52,56168.03586806,5,54,19.0198,0.0171,19.1169,0.0342,115000,19.1267,0.0189,19.2032,0.0276,115000,19.4276,0.0083,19.5774,0.0194,115000,19.6021,0.0523,19.635,0.0808,115000,19.6514,0.0261,19.9245,0.1071,115000,0.584476
121,6753,,FN And,17.98995833333333,35.29002777777777,-0.0027,0.005,-0.0025,0.005,2000.0,128,-27,UG,,,,,13.5,p,,19.3,,V,1987-28,,1987-28,1987-04,,,,1987-04,,*,2000-01,S,,,,,S 9505,,,,,,,,,,,150340179900298703,17.9900209,35.2900898,0.003,0.002,90.0,503636096,60,56250.82206019,5,76,19.14,0.0647,19.2451,0.047,115000,18.921,0.1055,19.0852,0.0836,115000,18.083,0.1022,18.2102,0.1104,115000,17.628,0.0766,17.7038,0.0672,115000,17.5909,0.0883,17.6078,0.1302,115000,0.289231
124,6754,,FO And,18.883916666666664,37.62655555555555,0.024,0.007,-0.004,0.006,2000.0,128,-25,UGSU,0.07161,,,,13.5,v,,17.5,,v,2003-115,,2003-115,1995-41,,,,1987-04,,*,1989-06,S,,,1996-73,,S 9508,,,,,,,R,,,,153150188841022446,18.88412268,37.62653902,0.004,0.002,90.0,503636096,60,56152.90201389,5,71,17.1013,0.1075,17.2724,0.07,115000,17.5768,0.1462,17.6256,0.2188,115000,17.5788,0.0738,17.727,0.0722,115000,17.4282,0.1066,17.3716,0.1126,115000,16.5763,0.1353,16.6501,0.1313,115000,0.590399
133,6787,,And,21.96083333333333,38.13683333333333,,,,,,131,-24,CV,,,,,17.3,B,,,,,ICRS,,,1999-16,,,,1998-23,,,1999-16,S,,,,,1RXS J0127+3808,,,,,,,R,,,,153760219607894597,21.96081302,38.13662231,0.008,0.002,90.0,503636096,60,56273.87006944,5,71,17.2126,0.0498,17.2581,0.0557,115000,17.0691,0.0373,17.1029,0.0345,115000,17.0595,0.0185,17.1594,0.0305,115000,17.155,0.0269,17.2369,0.0294,115000,17.0668,0.0271,17.1704,0.0241,115000,0.761858
137,8124,,And,22.416916666666662,38.702888888888886,,,,,,131,-24,IBWD,,,,,19.8,s,,,,,2005-69,,,2005-69,,,,A9999-99,,,2005-69,S,,,,,SDSS J012940+384210,,,,,,,,,,,154440224168874160,22.41691977,38.70291956,0.01,0.007,0.0,436527248,52,56080.19328704,10,60,19.8812,0.0256,19.9483,0.0387,115000,20.0847,0.0165,20.1858,0.0238,115000,20.3308,0.0261,20.4779,0.0367,115000,20.3934,0.0519,20.4185,0.1617,115000,18.1153,0.0487,18.2636,0.0229,115000,0.11076
135,8812,,And,22.120749999999997,38.91025,0.002,0.001,-0.01,0.003,2000.0,131,-23,CV::,,,,,15.0,V,,,,,2003-115,,2003-115,2002-69,,,,1990-39,,,,,,,,,FBS 0125+386,,,,,,,,,,,154690221207642765,22.12078582,38.9101038,0.007,0.005,0.0,436527232,52,56201.5762963,5,65,15.784,0.0031,15.8201,0.0134,115000,16.1934,0.0073,16.2428,0.0032,115000,16.5639,0.0027,16.6267,0.0042,115000,16.8424,0.0058,16.9184,0.006,115000,17.0395,0.0061,17.0999,0.0145,115000,0.5358
183,7839,*,WY Tri,36.251999999999995,32.99891666666666,-0.012,0.0,-0.008,0.004,2000.0,145,-26,UGSU,,,,,13.8,p,,19.1,,V,2003-115,,2003-115,2001-08,,,,1986-14,,,2000-01,S,,,,*,S 10919,,,,,,,,,,,147590362519869148,36.25198574,32.99876993,0.01,0.007,0.0,436527232,52,55948.70450231,5,63,17.7176,0.0193,17.8145,0.0234,115000,17.5834,0.0298,17.6501,0.0429,115000,17.5044,0.0231,17.5826,0.0224,115000,17.2758,0.0122,17.3413,0.0113,115000,17.5475,0.0226,17.6196,0.084,115000,0.530004
185,6755,,FS And,36.47929166666666,37.56813888888888,-0.007,0.005,-0.0044,0.005,2000.0,143,-21,UGSU:,,,,,14.5,p,<,17.5,,p,1987-28,,1987-28,2001-61,,,,1987-04,,,1989-06,S,,,,,S 9519,,,,,,,,,,,153080364793252394,36.479326,37.56813829,0.002,0.002,90.0,503636096,60,56126.55130787,5,72,18.0168,0.0214,18.1614,0.0524,115000,16.6555,0.1868,16.7182,0.1276,115000,16.3772,0.1502,16.4672,0.1297,115000,17.3961,0.0611,17.4585,0.0679,115000,16.1646,0.1405,16.2408,0.1412,115000,0.097993
178,6767,,LX And,34.93370833333333,40.45619444444444,-0.0041,0.0059,-0.0088,0.0059,2000.0,141,-19,UG,,,,,13.5,p,,16.4,,p,2004-105,,2004-105,1999-52,,,,1982-16,,,,,,,,,RRV-3,,,,,,,,,,,156540349337008034,34.93369085,40.45617787,0.006,0.005,90.0,503636096,60,56216.11693287,10,74,15.4473,0.1267,15.4943,0.0944,115000,16.0887,0.0201,16.2461,0.023,115000,15.0891,0.0839,15.1497,0.0693,115000,15.2769,0.03,15.3239,0.026,115000,15.2201,0.0309,15.2817,0.0324,115000,0.07651
176,6762,,KV And,34.30779166666666,40.69158333333333,-0.002,0.002,-0.014,0.002,2000.0,140,-19,UGSU,0.0733,,,,14.6,p,,22.5,,p,2003-115,,2003-115,1994-41,,,,1977-08,,,,,,,2003-81,,SVS 2205,,,,,,,,,,,156830343079320495,34.3079638,40.69154819,0.007,0.002,90.0,436527248,52,56158.25711806,5,58,20.0831,0.054,20.0215,0.1005,115000,19.6939,0.0278,19.7661,0.0173,115000,19.8708,0.0576,20.0102,0.0723,115000,19.7269,0.0541,19.9149,0.0543,115000,19.4456,0.0602,19.6805,0.0613,115000,0.486595
201,7534,*,PV Per,40.72279166666666,38.06758333333333,,,,,,146,-20,UGSU,,,,,14.9,p,,19.8,,V,ICRS,,,1996-50,,,,1987-04,,,1997-07,S,,,,*,S 9728,,,,,,,,,,,153680407225131700,40.72251563,38.06756346,0.009,0.003,90.0,503635968,60,56111.43054398,5,65,19.1901,0.0329,19.3114,0.0341,115000,19.2908,0.0245,19.3527,0.0299,115000,18.9577,0.0227,19.0709,0.0448,115000,18.5992,0.1231,18.7082,0.0648,115000,18.4219,0.0642,18.6398,0.156,115000,0.785614
187,6770,*,PQ And,37.37308333333333,40.04449999999999,0.034,0.006,0.024,0.004,2000.0,143,-19,NR/UG,,1988.22,,,10.1,v,,19.0,,V,2003-115,,2003-115,1990-26,,,,1990-26,,,1988-05,X,:,,,*,TAV 0226+39,,,,,,,,,,,156050373732244592,37.37316226,40.04472148,0.052,0.052,90.0,268959744,32,56555.34447917,0,3,21.3257,0.1453,22.1806,0.2786,4120,,,,,0,,,,,0,,,,,0,,,,,0,0.826466
192,6763,,KW And,38.82495833333333,41.23405555555555,0.0,0.004,0.006,0.001,2000.0,143,-17,UG,,,,,14.8,p,,22.0,,p,2003-115,,2003-115,1997-07,,,,1977-08,,,1997-07,S,,,,,SVS 2206,,,,,,,,,,,157480388249021424,38.82488654,41.23396226,0.005,0.001,90.0,503636160,60,56215.24743056,5,67,18.5412,0.0371,18.6213,0.0196,115000,17.7877,0.0102,17.8505,0.0254,115000,17.5559,0.0233,17.6498,0.0232,115000,17.4899,0.0121,17.6046,0.0159,115000,17.3515,0.0459,17.3893,0.0319,115000,0.388049
179,8667,*,And,35.56833333333333,41.38330555555555,,,,,,141,-18,UG,,,,,15.5,c,<,16.5,,c,2005-101,,,2005-101,,,,A9999-99,,*,2005-101,X,,,,*,TSS J022216.4+412260,,,,,,,,,,,157660355687640326,35.56871989,41.38310676,0.052,0.052,90.0,444751872,53,56215.56430556,3,4,21.4687,0.123,20.325,0.1156,16892216,,,,,114720,,,,,114720,,,,,16416,,,,,16416,1.26585
153,6750,,AR And,26.263666666666662,37.94241666666666,0.0091,0.005,-0.0207,0.005,2000.0,134,-23,UG,0.163,,,,11.0,V,,17.6,,V,1987-28,,1987-28,1995-41,,,,1983-12,,,1983-12,S,,,1996-71,,Ross 346,U,,,,,,,,,,153530262636381701,26.26365556,37.94253654,0.014,0.008,90.0,503635968,60,56304.66054398,5,75,16.2619,0.0126,16.2891,0.0142,115000,14.7724,0.1977,14.8273,0.1626,115000,15.7696,0.0369,15.7845,0.0491,115000,15.3038,0.0242,15.5953,0.1084,115000,15.2022,0.0308,15.1826,0.0441,115000,0.432694
102,6759,*,IO And,12.079291666666665,39.68666666666666,,,,,,,,non-CV,,,,,,,,,,,,,,1999-09,*,,,,,,,,,,,,S 10785,,,,,,,,,,,155620120791054536,12.07910121,39.68658867,0.004,0.003,90.0,512024576,61,56086.71060185,5,54,16.1321,0.0046,16.031,0.0075,115000,16.0848,0.0096,15.9401,0.0656,16892216,15.6892,0.012,15.35,0.0055,16892216,15.9673,0.0023,15.5964,0.0675,16892216,15.7383,0.0153,15.2527,0.0253,16892216,0.597697
97,6782,*,And,10.740166666666665,41.13663888888888,,,,,,121,-22,UG:,,1963.0,,,17.8,p,,,,,1995-42,,,1995-42,*,,,1973-04,,*,,,,,,,Rosino N 48,,,,,,,,,,,157360107400064076,10.73992936,41.13620483,0.121,0.089,0.0,444915712,53,56154.79770833,4,22,21.0436,0.135,20.6517,0.1502,20536,21.1219,0.0649,20.1426,0.1683,16892216,20.5673,0.125,20.0406,0.1787,115000,20.1806,0.1052,19.79,0.0598,16892216,20.6314,0.2134,,,115000,1.689893
99,8428,*,And,10.785874999999999,41.213222222222214,,,,,,121,-22,AM/DQ::,,,,,,,,,,,2004-40,,,2004-40,*,,,,,,,,,,,,XMMU J004308+411247,,,,,,,,,,,157450107860966803,10.78612301,41.21349018,0.131,0.096,0.0,444915712,53,55741.14894676,4,22,20.5047,0.07,19.0677,0.0514,16892216,19.8345,0.2059,18.5754,0.0375,16892216,20.4551,0.2029,18.2761,0.0469,16892216,18.4994,0.0627,17.3487,0.0522,16777488,19.6233,0.1816,,,115000,1.175438
113,6749,*,RX And,16.148083333333332,41.299388888888885,0.0022,7.0E-4,-0.0225,0.0011,2000.0,126,-21,UGZ,0.209893,,,,10.9,v,,12.6,,v,2004-105,,2004-105,1987-20,,,,1983-12,,,1983-12,S,,,1989-21,,1E 0101+4101,U,H,,,2,,R,,,,157550161483449813,16.14810305,41.29929371,0.02,0.016,0.0,637853696,76,56093.18023148,5,71,14.1974,0.0013,14.2554,0.0013,115064,13.8268,0.0234,13.8384,0.0359,33912,13.4796,0.0563,13.0398,0.036,16794744,12.8934,0.0662,12.9555,0.0584,16892280,13.1191,0.1423,13.1518,0.0639,115064,0.346769
115,6761,,IZ And,16.766166666666663,42.72008333333333,,,,,,126,-20,UG,,,,,15.6,p,,20.5,,p,ICRS,,,T00000,,,,1975-05,,,,,,,,,S 10794,,,,,,,,,,,159260167661944645,16.76618236,42.72000552,0.003,0.003,0.0,436527232,52,56293.64116898,5,63,19.3065,0.0172,19.4118,0.0347,115000,19.0303,0.0501,19.1282,0.0492,115000,18.6777,0.045,18.8247,0.0375,115000,18.1226,0.0448,18.2536,0.0403,115000,18.3701,0.0504,18.5551,0.1433,115000,0.283186
112,6760,,IW And,15.287124999999998,43.390499999999996,0.001,0.0054,-0.0047,0.0054,2000.0,125,-19,UGZ,,,,,14.2,p,,17.4,,p,2004-105,,2004-105,2003-14,,,,1975-05,,,1999-08,X,,,,,S 10792,,,,,,,,,,,160060152872179204,15.28712427,43.39047256,0.008,0.005,0.0,503636096,60,56404.48386574,5,74,16.7651,0.1706,16.7841,0.1819,115000,15.1079,0.1874,15.1545,0.1485,115000,15.1546,0.1,15.2169,0.1423,115000,14.5274,0.0174,14.5788,0.021,115000,14.5374,0.0159,14.5722,0.0195,115000,0.098802
94,6783,*,And,10.420499999999999,41.06016666666666,,,,,,121,-22,NR:,,1926.45,,,16.9,p,,,,,1995-42,,,1995-42,*,,,1973-04,,*,,,,,,,Rosino N 39,,,,,,,,,,,157270104204182941,10.42046453,41.06026705,0.052,0.052,90.0,444669952,53,56127.25649306,1,3,,,,,16416,21.0533,0.1091,19.6809,0.0748,16793912,20.4716,0.0263,20.0373,0.2311,16892216,,,,,16416,,,,,16416,0.373986
91,7974,*,PT And,10.101458333333332,41.06752777777777,,,,,,121,-22,UG/RN,,,,,16.3,B,<,22.0,,B,ICRS,*,,2000-56,,,,2000-56,,*,,,,,,,Rosino N 15,,,,,,,,,,,157280101015661751,10.10160135,41.06755164,0.041,0.035,0.0,436527104,52,55891.86516204,3,30,21.2685,0.0459,21.407,0.0787,115000,21.4649,0.0314,21.5985,0.0615,115000,21.2245,0.0137,21.1317,0.0652,16892216,21.2483,0.0,,,16696,,,,,16416,0.397563
88,6777,*,And,9.698333333333332,41.076944444444436,,,,,,120,-22,N:,,1972.0,,,17.2,B,,21.0,,B,C00001,,,T00001,*,,,1973-05,,*,,,,,,,NSV 238,,,,,,,,,,,157290096981832516,9.69816164,41.07653537,0.079,0.079,90.0,436281344,52,56111.25516204,2,3,,,,,16416,21.8004,0.144,21.6878,0.2468,115000,21.3584,0.2667,,,115000,,,,,16416,,,,,16416,1.54462
98,8330,*,And,10.776666666666666,41.503722222222216,,,,,,121,-21,UGZ:,,,,,18.2,V,<,23.0,,V,2003-58,,,2003-58,,,,2003-58,,*,,,,,,,D31J04306.4+413013,,,,,,,,,,,157800107763964629,10.77630144,41.50336455,0.066,0.066,90.0,436363264,52,56403.33849537,1,5,,,,,16416,,,,,16416,21.3346,0.1224,,,16696,,,,,16416,19.5858,0.1749,19.6626,0.2731,115000,1.620978
93,6781,*,And,10.348666666666665,41.2501111111111,,,,,,121,-22,UG:,,1966.0,,,16.4,p,,,,,1995-42,,,1995-42,*,,,1973-04,,*,,,,,,,Rosino N 66,,,,,,,,,,,157500103489290507,10.34891949,41.24987125,0.013,0.005,90.0,528801792,63,55974.74652778,5,53,20.5911,0.0235,19.8908,0.065,16892216,19.5641,0.0201,19.2868,0.0165,16892216,17.7745,0.0136,17.85,0.0226,16892216,16.974,0.0024,17.0578,0.0031,115000,16.6491,0.0042,16.7015,0.0122,115000,1.101769
79,6765,*,LS And,8.042541666666665,41.96955555555555,,,,,,119,-21,NA:,,1971.65,,,11.7,p,,20.5,,p,ICRS,*,,1987-08,,,,1987-08,,,,,,,,,NSV 191,,,,,,,,,,,158360080428873931,8.04280127,41.96941592,0.032,0.016,0.0,436527104,52,55926.99899306,18,39,20.7933,0.0297,20.8943,0.06,115000,20.7713,0.0413,20.7388,0.1461,115000,21.0185,0.026,21.0782,0.0989,115000,20.9777,0.0862,20.8887,0.1479,115000,,,,,114720,0.857624
78,6757,,HQ And,7.899541666666666,43.81819444444444,-4.0E-4,0.0054,0.0012,0.0063,2000.0,119,-19,CV,,,,,15.0,p,,16.2,,p,2004-105,,2004-105,1980-05,,,,1975-05,,,1999-08,S,,,,,S 10774,,,,,,,,,,,160580078995012420,7.8995171,43.81813688,0.006,0.002,0.0,503636192,60,56150.36677083,10,70,15.3962,0.0067,15.4367,0.006,115000,15.5261,0.0203,15.5678,0.0272,115000,15.8078,0.0165,15.8464,0.0186,115000,15.9123,0.0135,15.9465,0.0126,115000,16.057,0.0093,16.077,0.0123,115000,0.216835
92,6758,*,HV And,10.230875,43.41649999999999,0.0112,0.005,-0.0111,0.005,2000.0,121,-19,NL,0.05599,,,,15.2,B,,16.8,,B,1987-28,,1987-28,1995-41,,,,1975-05,,,1992-09,S,,,1985-22,,S 10777,,H,,,,,,,,,160100102307880456,10.23079115,43.41650761,0.007,0.004,90.0,503636192,60,56103.86827546,5,78,15.4994,0.0465,15.5271,0.0103,115000,15.6731,0.0286,15.7164,0.0141,115000,16.1772,0.0545,16.2339,0.0447,115000,15.9271,0.028,15.9985,0.0159,115000,15.9528,0.0496,15.9696,0.0145,115000,0.220969
146,7528,,KT Per,24.286624999999997,50.95566666666666,0.0631,0.001,-0.0051,9.0E-4,2000.0,130,-11,UGZ,0.162658,,,,10.6,V,,16.1,,V,2004-105,,2004-105,1987-20,,,,1983-12,,,1983-12,S,,,1999-62,,GR 91,U,,,,,E,,,,,169140242868857452,24.28699154,50.95565191,0.01,0.007,90.0,235200512,28,56155.68798611,5,62,12.7542,0.001,12.7597,0.001,16843064,14.1813,0.0124,14.1999,0.0057,16892216,14.4322,0.0481,14.4892,0.0493,115000,14.3893,0.013,14.457,0.0139,115000,14.0102,0.105,14.0465,0.0743,115000,0.832905
114,7002,*,V723 Cas,16.272374999999997,54.01124999999999,,,,,,125,-9,NB,0.693265,1995.65,,,7.1,V,<,18.0,,V,1995-25,,,1995-25,,,,1998-77,,,1998-16,X,,,2002-128,,,U,H,,,,,,,,,172810162723224131,16.27230823,54.01117325,0.009,0.003,90.0,503636192,60,56077.41851852,10,65,15.9455,0.0999,15.983,0.0774,115000,15.7904,0.0423,15.9032,0.0493,115000,15.1647,0.0808,15.3205,0.0882,115000,14.7874,0.014,14.8329,0.0192,115000,15.0323,0.0323,15.0571,0.0224,115000,0.310311
138,6987,,KU Cas,22.759874999999997,57.903722222222214,0.002,0.001,0.016,0.002,2000.0,128,-4,UGSS,,,,,13.3,p,,19.7,,B,2003-115,,2003-115,1987-04,/,T00000,,1987-04,,,2000-01,S,,,,,S 3883,,,,,,,,,,,177480227600355191,22.76003792,57.90374274,0.012,0.008,0.0,503636096,60,56069.31236111,5,57,18.5962,0.1563,18.6814,0.1479,115000,18.8706,0.0138,18.9943,0.0218,115000,17.8232,0.0241,17.8989,0.0163,115000,17.2811,0.0306,17.4061,0.0254,115000,17.0711,0.008,17.1603,0.0188,115000,0.320273
108,6994,*,V452 Cas,13.075249999999999,53.86391666666666,,,,,,123,-9,UGSU,,,,,14.5,V,,18.7,,V,ICRS,,,1999-54,,,,1996-36,,*,2000-01,S,,,,*,S 10453,,,,,,,,,,,172630130750207376,13.07500305,53.86390417,0.004,0.003,90.0,503635968,60,56193.26913194,10,64,18.7662,0.0453,18.9114,0.0208,115000,18.4185,0.0937,18.5654,0.1214,115000,18.4067,0.0855,18.5509,0.0573,115000,18.2874,0.0268,18.3707,0.0306,115000,18.292,0.0249,18.4373,0.0395,115000,0.526186
4,6983,,FI Cas,1.5414999999999999,55.98074999999999,-0.021,0.005,-0.0048,0.005,2000.0,117,-6,UGSS,,,,,15.0,p,,18.5,,p,2004-106,,2004-106,1987-04,/,T00000,,1987-04,,,2000-01,S,,,,,230.1940,,,,,,,,,,,175170015419807653,1.54176445,55.98065232,0.063,0.049,90.0,512024576,61,56082.74071759,10,90,18.2841,0.0905,18.0933,0.0636,16892216,15.3263,0.0036,15.723,0.1012,16892216,17.3729,0.0931,16.8086,0.0076,16793912,16.5097,0.0965,16.0875,0.0853,16892216,16.9965,0.0425,16.3336,0.0393,16892216,0.638239
15,6997,,V592 Cas,5.217666666666666,55.70449999999999,-0.0137,0.004,-0.0039,0.0041,2000.0,119,-6,UX,0.115063,,,,12.8,V,,,,,2000-110,,2000-110,1989-16,,,,A00001,,,1994-07,S,,,1998-71,,LS I +55 08,U,,,,,,,,,,174840052175456090,5.21755015,55.70446341,0.01,0.008,0.0,235200512,28,56018.38618056,5,77,12.586,,,,114788,12.694,,,,65636,12.821,,,,65636,12.911,,,,65636,13.1054,0.0046,13.1154,0.0014,16760,0.270578
9,6982,*,DK Cas,4.5326249999999995,57.435305555555544,0.068,0.015,0.014,0.008,2000.0,118,-5,UGSS,,,,,15.3,p,,18.6,,V,2003-115,,2003-115,2001-19,,,,1991-15,,*,2000-01,S,,,,,244.1940,,,,,,,,,,,176920045331863488,4.53314167,57.43561982,0.005,0.005,0.0,503635968,60,56100.3637963,5,59,18.8352,0.0421,18.9918,0.0686,115000,18.1319,0.0705,18.327,0.0771,115000,17.6226,0.0127,17.7479,0.0452,115000,17.3683,0.032,17.4313,0.0472,115000,17.073,0.0195,17.1592,0.0323,16892216,1.510715
103,6984,,GX Cas,12.256458333333331,56.87891666666666,0.0122,0.005,-0.0067,0.005,2000.0,123,-5,UGSU,0.089,,,,13.3,V,,18.5,,V,2004-106,,2004-106,1994-39,,,,1957-02,,,2000-01,S,,,2003-81,,S 3330,,,,,,,,,,,176250122562885167,12.25628869,56.87867825,0.01,0.006,90.0,503635968,60,56194.70119213,5,68,18.4485,0.0165,18.5236,0.0239,115000,17.8189,0.0693,17.8672,0.0633,115000,17.9303,0.0116,18.0078,0.0105,115000,17.4658,0.0486,17.5671,0.041,115000,17.1923,0.0226,,,115000,0.920889
120,6985,*,HT Cas,17.554666666666666,60.076583333333325,0.0278,0.005,-0.0097,0.005,2000.0,125,-2,UGSU,0.073647,,,,10.8,v,,18.4,,v,2004-106,,2004-106,1987-20,,,,1983-12,,,1983-12,S,,,1991-32,,S 3343,U,H,,,2,E,R,,A,,180090175548712493,17.55489154,60.07646782,0.029,0.01,0.0,503636160,60,55916.39490741,5,52,16.7471,0.0424,16.7725,0.0256,115000,16.4794,0.1085,16.5627,0.1047,115000,16.551,0.0877,16.6053,0.067,115000,16.2338,0.0199,16.2532,0.0224,115000,15.8255,0.0243,16.0395,0.0088,115000,0.579666
89,6986,*,KP Cas,9.72825,61.21672222222222,0.012,0.004,0.0,0.003,2000.0,121,-1,UGSS,,,,,15.2,p,,20.0,,p,2003-115,,2003-115,T00000,,,,2000-30,,*,,,,,,,S 3865,,,,,,,,,,,181460097283650771,9.72843394,61.21671378,0.01,0.008,90.0,436527232,52,56031.60770833,5,46,19.3394,0.108,19.5666,0.0725,115000,18.8423,0.0234,18.8735,0.0462,115000,18.7111,0.022,18.8227,0.0095,115000,18.1857,0.0654,18.368,0.041,115000,18.1475,0.0937,18.0593,0.1086,115000,0.320285
76,7001,*,V709 Cas,7.203499999999999,59.28952777777777,0.0011,0.005,0.0083,0.005,2000.0,120,-3,DQ,0.2225,,,,14.8,B,,15.4,,B,2004-106,,2004-106,1996-09,,,,1996-09,,,1996-09,S,,,2001-36,,Cas2; RX J0028+5917,,H,5,1,,,R,,,,179140072034698053,7.20343964,59.28943933,0.037,0.013,0.0,503635968,60,55888.64585648,10,70,14.6979,0.0325,14.7332,0.0153,115000,14.3971,0.0402,14.4358,0.0467,115000,14.2872,0.0101,14.3457,0.0109,115000,14.1367,0.0177,14.1386,0.0166,115000,14.0558,0.0168,14.0793,0.0207,115000,0.337196
18,8721,,Cas,5.740124999999999,61.68549999999999,,,,,,120,-1,CV,,,,,18.0,B,,,,,2006-20,,,2006-20,,,,2006-20,,,2006-20,S,,,,,IGR J00234+6141,,,,,,,R,,,,182020057401463238,5.7401343,61.68542734,0.004,0.004,0.0,503636160,60,56187.91876157,5,49,17.0295,0.0408,17.0767,0.0357,115000,16.7064,0.0232,16.7652,0.026,115000,16.3388,0.0611,16.4275,0.0473,115000,16.0862,0.0586,16.1332,0.0505,115000,16.0285,0.0415,16.2439,0.0105,115000,0.262058
19,6991,*,V410 Cas,5.865291666666666,61.774694444444435,,,,,,120,0,NL/Z AN,,,,,15.5,p,,18.0,,p,ICRS,,,T00000,/,1992-03,,1967-02,,*,,,,,,,S 10141,,,,,,,,,,,182130058651180408,5.86511659,61.77473147,0.024,0.01,90.0,503636096,60,56064.08275463,5,64,15.1283,0.0051,15.1642,0.0011,115000,14.9095,0.0046,14.9654,0.001,115000,14.8388,0.0026,14.8871,0.0034,115000,14.8052,0.0017,14.8722,0.0041,115000,14.7048,7.0E-4,14.7696,0.0053,115000,0.326527
221,7541,*,V400 Per,46.90933333333333,47.12777777777777,0.004,0.006,0.01,0.0,2000.0,146,-10,NA,,1974.0,,,7.8,p,,19.5,,B,2003-115,,2003-115,1987-08,,,,1987-08,,,1976-02,X,,,,*,,,,,,,,,,,,164550469094363853,46.90943824,47.12764609,0.013,0.009,0.0,436527104,52,56040.07484954,5,37,20.169,0.0326,20.3114,0.0028,115000,20.0642,0.0353,19.9247,0.1089,16892216,20.1424,0.0654,19.9156,0.0462,16892216,20.1358,0.0652,19.936,0.1198,115000,19.6763,0.0335,,,115000,0.539232
245,7986,*,CW Cam,55.75087499999999,57.56555555555555,,,,,,,,non-CV,,1927.0,,,,,,,,,,,,T00000,*,,,,,,,,,,,,BD +57 739,,,,,,,,,,,177070557514889419,55.751185,57.565567,0.048,0.048,90.0,1409359872,168,51172.29388889,3,10,8.345,,,,68,8.335,,,,114788,8.378,,,,68,8.385,,,,114788,8.425,,,,114788,0.599965
239,6912,*,AF Cam,53.064499999999995,58.789583333333326,0.006,0.001,0.008,0.003,2000.0,142,2,UG,0.324,,,,13.4,V,,17.3,,V,2003-115,,2003-115,1987-04,,,,1987-04,,,1985-07,S,,,2001-43,,SVS 1153,U,H,,,,,,,,,178540530646278092,53.06462913,58.78950112,0.003,0.002,90.0,503636096,60,56129.40222222,10,59,17.4988,0.0205,17.5788,0.0167,115000,16.7646,0.0122,16.8423,0.0085,115000,16.1276,0.0121,16.1875,0.015,115000,15.8252,0.0374,15.8456,0.0058,115000,15.5308,0.0523,15.581,0.0655,115000,0.381606
199,7532,*,PT Per,40.71345833333333,56.69202777777777,,,,,,138,-3,UG,,,,,15.0,p,,18.5,,V,ICRS,,,2000-95,,,,1987-04,,,1992-06,X,,*,,,S 9530,,,,,,,R,,,,176030407133271099,40.71332159,56.69197983,0.008,0.007,90.0,503636096,60,55861.33261574,5,52,18.4707,0.0186,18.5423,0.0,115000,18.5465,0.0647,18.675,0.0654,115000,18.1844,0.1677,18.2334,0.1567,115000,16.8458,0.1192,16.9253,0.0949,115000,17.2971,0.2068,17.5083,0.33,115000,0.320737
173,7523,*,UV Per,32.53466666666666,57.18922222222221,0.0434,0.005,0.0321,0.005,2000.0,133,-4,UGSU,0.0649,,,,11.7,V,,17.9,,V,2004-106,,2004-106,1995-41,,,,1987-04,,,1985-07,S,,,1997-38,,87.1911,U,H,,,,,R,,,,176620325346097704,32.53472362,57.18916176,0.016,0.016,0.0,503635968,60,55927.6325,10,52,18.3698,0.0163,18.4578,0.0053,115000,18.1678,0.0248,18.2462,0.0243,115000,17.7453,0.0475,17.8594,0.0142,115000,17.8877,0.04,17.9795,0.0274,115000,17.5489,0.0297,17.6659,0.052,115000,0.244378
