# recno   PNG           Name              f_PNG   RAJ2000              DEJ2000                SpType1              r_SpType1   SpType2         r_SpType2   BR        rspect                     Com                                                                                                                                  SimbadName       recno   PNG           l_logg   logg   E_logg   e_logg   r_logg    TpTeff    l_logTeff   logTeff   E_logTeff   e_logTeff   r_logTeff   l_logL   logL    E_logL   e_logL   r_logL    Band   l_mag   mag     E_mag   e_mag   r_mag     Note      
  524     "332.8-16.4 " "HaTr 6"          " "     267.96999999999997   -60.389416666666655    H-rich               "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G332.8-16.4" 524     "332.8-16.4 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  517     "331.3-12.1 " "Hen 3-1357"      " "     259.0879166666666    -59.48980555555555     H-rich               "RR2017 "   sdO             "RR2014 "   "       " PG1995                     " "                                                                                                                                  "PN G331.3-12.1" 517     "331.3-12.1 " " "      6.0    ""       ""       "RR2014 " " "       " "         4.778     ""          ""          "RR2014 "   " "      2.5     ""       ""       "RR2014 " "v "   " "     9.5     0.8     0.8     "AI2013 " " "       
  525     "332.9-09.9 " "Hen 3-1333"      " "     257.25374999999997   -56.91333333333333     "[WC 10]"            "AN2003 "   " "             "       "   "       " D2014,dM2002               " "                                                                                                                                  "PN G332.9-09.9" 525     "332.9-09.9 " " "      ""     ""       ""       "       " " "       " "         4.505     ""          ""          "Ko2001 "   " "      4.06    ""       ""       "Ko2001 " "v "   " "     11.5    ""      ""      "GT2000 " " "       
  529     "334.3-09.3 " "IC 4642"         " "     257.93749999999994   -55.40041666666666     "absorption lines"   "SECGPN "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G334.3-09.3" 529     "334.3-09.3 " " "      5.8    ""       ""       "ZK1993 " " "       " "         5.064     ""          ""          "ZK1993 "   " "      3.663   ""       ""       "ZK1993 " "v "   " "     15.66   0.55    0.36    "SK1989 " " "       
  530     "334.8-07.4 " "Hen 3-1312"      " "     255.7620833333333    -53.93166666666666     "F6-7 I + ?"         "P2004  "   B[e]?           "LZ1998 "   bc-CSPN   P2004                      " "                                                                                                                                  "PN G334.8-07.4" 530     "334.8-07.4 " " "      ""     ""       ""       "       " z(HI)     " "         4.473     0.002       0.002       "MV2016 "   " "      3.25    0.26     0.26     "MV2016 " "v "   " "     12.29   0.01    0.01    "MV2016 " " "       
  532     "336.2-06.9 " "PC 14"           " "     256.5616666666666    -52.500138888888884    "[WO 4]"             "AN2003 "   " "             "       "   "       " AN2003                     " "                                                                                                                                  "PN G336.2-06.9" 532     "336.2-06.9 " " "      4.8    ""       ""       "ZK1993 " " "       " "         4.86      ""          ""          "AN2003 "   " "      3.763   ""       ""       "ZK1993 " "v "   " "     16.51   ""      ""      "KJ1991 " " "       
  538     "338.1-08.3 " "NGC 6326"        " "     260.19249999999994   -51.75422222222222     "O(H)5-8 ((fc)) + ?" "WG2018 "   " "             "       "   "MJ2011 " WG2018                     " "                                                                                                                                  "PN G338.1-08.3" 538     "338.1-08.3 " " "      5.2    ""       ""       "ZK1993 " " "       " "         4.958     ""          ""          "ZK1993 "   " "      3.799   ""       ""       "ZK1993 " "v "   " "     15.53   0.27    0.27    "SK1989 " " "       
  515     "331.1-05.7 " "PC 11"           " "     249.42791666666662   -55.707333333333324    "A3-4II + WD"        "PB2010 "   " "             "       "   "PB2010 " PB2010                     " "                                                                                                                                  "PN G331.1-05.7" 515     "331.1-05.7 " " "      2.3    0.4      0.4      "PB2010 " " "       " "         5.021     ""          ""          "PB2010 "   " "      3.301   ""       ""       "PB2010 " "v "   " "     12.67   ""      ""      "KJ1991 " " "       
  526     "333.4-04.3 " "PMR 3"           " "     250.2683333333333    -53.03999999999999     wels                 "AN2003 "   " "             "       "   "       " PM2003                     " "                                                                                                                                  "PN G333.4-04.3" 526     "333.4-04.3 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     16.8    ""      ""      "PM2003 " " "       
  507     "328.9-02.4 " "Hen 2-146"       " "     242.67166666666662   -54.95913888888888     "K-M + ?"            "JE1969 "   " "             "       "   bc-CSPN   -                          " "                                                                                                                                  "PN G328.9-02.4" 507     "328.9-02.4 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  510     "329.5-02.2 " "WRAY 17-75"      " "     243.1433333333333    -54.393138888888885    O(H)                 WG2011b     " "             "       "   "       " WG2011b                    " "                                                                                                                                  "PN G329.5-02.2" 510     "329.5-02.2 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     15.79   ""      ""      "TA1991 " " "       
  511     "329.8-02.1 " "BMP J1613-5406"  " "     243.2583333333333    -54.108888888888885    Blue?                MASH-II     " "             "       "   "       " -                          " "                                                                                                                                  "PN G329.8-02.1" 511     "329.8-02.1 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  506     "328.8-01.1 " "PM 15"           " "     240.92249999999996   -54.03444444444444     [WR]?                "MASH-I "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G328.8-01.1" 506     "328.8-01.1 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  518     "331.4-03.5 " "Hen 2-162"       " "     246.9620833333333    -54.02455555555555     "B0 I-III"           "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G331.4-03.5" 518     "331.4-03.5 " " "      2.95   ""       ""       "MK1992 " eff       " "         4.431     ""          ""          "MK1992 "   " "      3.99    ""       ""       "MK1992 " "v "   " "     13.41   ""      ""      "TA1991 " " "       
  519     "331.5-02.7 " "Hen 2-161"       " "     246.15749999999997   -53.37613888888888     "O(H)3-4 + ?"        "t.w.   "   " "             "       "   "JB2015 " JB2015                     " "                                                                                                                                  "PN G331.5-02.7" 519     "331.5-02.7 " " "      3.7    ""       ""       "ZK1993 " " "       " "         4.545     ""          ""          "ZK1993 "   " "      3.623   ""       ""       "ZK1993 " "i "   " "     15.1    ""      ""      "JB2015 " " "       
  521     "331.8-02.3 " "MPA J1624-5250"  " "     246.0120833333333    -52.834999999999994    wels                 "DP2011 "   " "             "       "   "       " DP2011                     " "                                                                                                                                  "PN G331.8-02.3" 521     "331.8-02.3 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     16.5    ""      ""      "DP2011 " " "       
  522     "332.4-01.4 " "BMP J1622-5144"  " "     245.64166666666662   -51.748888888888885    Blue                 MASH-II     " "             "       "   "       " -                          " "                                                                                                                                  "PN G332.4-01.4" 522     "332.4-01.4 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  520     "331.7-01.0 " "Mz 3"            *       244.3058333333333    -51.98627777777777     SySt                 "KB2003 "   B0              "LZ1998 "   "       " ZL2002                     " "                                                                                                                                  "PN G331.7-01.0" 520     "331.7-01.0 " " "      5.0    ""       ""       "ZK1993 " " "       " "         4.919     ""          ""          "ZK1993 "   " "      3.462   ""       ""       "ZK1993 " "b "   " "     17.6    ""      ""      "BC2012 " " "       
  527     "333.9+00.6 " "PMR 5"           " "     244.91749999999996   -49.23305555555555     wels                 "AN2003 "   [WN]?           "MP2013 "   "       " MP2013                     " "                                                                                                                                  "PN G333.9+00.6" 527     "333.9+00.6 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     19.0    ""      ""      "Fd2008 " " "       
  533     "336.3-05.6 " "Hen 2-186"       " "     254.90041666666664   -51.701805555555545    cont.                "LS2007 "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G336.3-05.6" 533     "336.3-05.6 " " "      5.4    ""       ""       "ZK1993 " " "       " "         5.032     ""          ""          "ZK1993 "   " "      3.898   ""       ""       "ZK1993 " "v "   " "     16.62   0.09    0.09    "SK1989 " " "       
  537     "337.5-05.1 " "Hen 2-187"       *       255.4058333333333    -50.38238888888888     "O(H)7-9 ((f))"      WG2011b     " "             "       "   "       " WG2011b                    " "                                                                                                                                  "PN G337.5-05.1" 537     "337.5-05.1 " " "      ""     ""       ""       "       " z(HI)     " "         4.279     ""          ""          "P2003  "   " "      ""      ""       ""       "       " "v "   " "     12.74   ""      ""      "TA1991 " " "       
  536     "337.4+01.6 " "Pe 1-7"          " "     247.60791666666663   -46.04744444444444     "[WC 9]"             "AN2003 "   " "             "       "   "       " AN2003                     " "                                                                                                                                  "PN G337.4+01.6" 536     "337.4+01.6 " " "      ""     ""       ""       "       " " "       " "         4.6       ""          ""          "AN2003 "   " "      ""      ""       ""       "       " "v "   " "     16.7    ""      ""      "GT2000 " " "       
  545     "343.5-07.8 " "PC 17"           " "     263.92125            -46.997583333333324    wels                 WG2011b     " "             "       "   "       " WG2011b                    " "                                                                                                                                  "PN G343.5-07.8" 545     "343.5-07.8 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     14.61   ""      ""      "TA1991 " " "       
  547     "343.9-05.8 " "SB 30"           " "     261.7595833333333    -45.54402777777777     wels                 "GS2004 "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G343.9-05.8" 547     "343.9-05.8 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  550     "345.0-04.9 " "Cn 1-3"          " "     261.5491666666666    -44.19141666666666     wels?                WG2011b     " "             "       "   "       " WG2011b                    " "                                                                                                                                  "PN G345.0-04.9" 550     "345.0-04.9 " " "      4.2    ""       ""       "t.w.   " bb        " "         4.65      ""          ""          "GZ2007 "   " "      3.6     ""       ""       "GZ2007 " "  "   " "     ""      ""      ""      "       " " "       
  548     "344.6-04.5 " "MPA J1723-4419"  " "     260.7754166666666    -44.32111111111111     Blue                 MASH-II     " "             "       "   "       " -                          " "                                                                                                                                  "PN G344.6-04.5" 548     "344.6-04.5 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  551     "345.2-08.8 " "Tc 1"            " "     266.3970833333333    -46.08991666666666     "O(H)5-9 f"          "t.w.   "   " "             "       "   "       " MK1988                     " "                                                                                                                                  "PN G345.2-08.8" 551     "345.2-08.8 " " "      3.4    ""       ""       "OK2013 " eff       " "         4.531     ""          ""          "AL2019 "   " "      3.4     ""       ""       "AL2019 " "v "   " "     11.85   ""      ""      "TA1991 " " "       
  554     "346.2-08.2 " "IC 4663"         " "     266.36875            -44.90319444444444     "[WN 3]"             "M2012  "   " "             "       "   "       " M2012                      " "                                                                                                                                  "PN G346.2-08.2" 554     "346.2-08.2 " " "      6.1    ""       ""       "M2012  " " "       " "         5.146     0.062       0.062       "M2012  "   " "      0.556   ""       ""       "M2012  " "v "   " "     16.9    0.05    0.05    "M2012  " " "       
  559     "349.3-04.2 " "Lo 16"           " "     263.9245833333333    -40.19069444444444     "O(H)3-4 Vz((fc)) + ?" "WG2018 "   " "             "       "   HF2017a   WG2018                     " "                                                                                                                                  "PN G349.3-04.2" 559     "349.3-04.2 " " "      ""     ""       ""       "       " " "       >           4.914     ""          ""          "Fd2008 "   " "      ""      ""       ""       "       " "v "   " "     15.42   ""      ""      "Fd2008 " " "       
  562     "350.1-03.9 " "H 1-26"          " "     264.12375            -39.36583333333333     "[WC 4-5]"           "GS2003 "   " "             "       "   "       " GS2004                     " "                                                                                                                                  "PN G350.1-03.9" 562     "350.1-03.9 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  568     "352.1-02.6 " "PHR J1736-3659"  " "     264.0720833333333    -36.99644444444444     "O(H)8 If"           "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G352.1-02.6" 568     "352.1-02.6 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  552     "345.4+00.1 " "IC 4637"         " "     256.29375            -40.88566666666666     "O(H) + ?"           "SECGPN "   " "             "       "   "CB1999 " MK1988                     " "                                                                                                                                  "PN G345.4+00.1" 552     "345.4+00.1 " " "      4.05   ""       ""       "MK1992 " eff       " "         4.699     ""          ""          "MK1992 "   " "      3.55    ""       ""       GM2019b   "v "   " "     12.7    ""      ""      GM2019b   " "       
  546     343.6+03.7a   "MPA J1644-4002"  " "     251.08499999999995   -40.03694444444444     Blue                 MASH-II     " "             "       "   "       " -                          " "                                                                                                                                  "PN G343.6+03.7a" 546     343.6+03.7a   " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  549     "344.9+03.0 " "BMP J1651-3930"  " "     252.9220833333333    -39.50749999999999     Blue                 MASH-II     " "             "       "   "       " -                          " "                                                                                                                                  "PN G344.9+03.0" 549     "344.9+03.0 " " "      ""     ""       ""       "       " " "       >           4.857     ""          ""          "Fd2008 "   " "      ""      ""       ""       "       " "v "   " "     19.0    ""      ""      "Fd2008 " " "       
  558     "349.3-01.1 " "NGC 6337"        " "     260.56541666666664   -38.48430555555555     "wels + ?"           WG2011b     "M4 V"          "d2006  "   "HB2006 " HJ2016                     " "                                                                                                                                  "PN G349.3-01.1" 558     "349.3-01.1 " " "      4.2    ""       ""       "ZK1993 " z(HeII)   " "         4.643     ""          ""          "Ph2005 "   " "      2.633   ""       ""       "AG1985 " "v "   " "     16.0    0.04    0.04    "HJ2016 " " "       
  560     "349.5+01.0 " "NGC 6302"        " "     258.43499999999995   -37.103583333333326    "G V + ?"            "d2006  "   "G V + H-poor"  "WB2011 "   bc-CSPN   -                          " "                                                                                                                                  "PN G349.5+01.0" 560     "349.5+01.0 " " "      7.0    ""       ""       "WB2011 " z(HeII)   " "         5.143     0.034       0.034       "P2003  "   " "      4.155   ""       ""       "WB2011 " "v "   " "     22.1    ""      ""      "SW2009 " " "       
  557     "348.4+04.9 " "MPA J1655-3535"  " "     253.84166666666664   -35.589999999999996    "[WC 10]"            "DP2011 "   " "             "       "   "       " DP2011                     " "                                                                                                                                  "PN G348.4+04.9" 557     "348.4+04.9 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     16.4    ""      ""      "DP2011 " " "       
  561     "349.7+04.0 " "PPA J1702-3509"  " "     255.6920833333333    -35.15055555555555     [WR]?                "MASH-I "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G349.7+04.0" 561     "349.7+04.0 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  563     "350.9+04.4 " "H 2-1"           " "     256.15124999999995   -33.98855555555555     O(H)5-9              "t.w.   "   " "             "       "   "       " MK1988                     " "                                                                                                                                  "PN G350.9+04.4" 563     "350.9+04.4 " " "      3.35   ""       ""       "MK1992 " " "       " "         4.519     ""          ""          "MK1992 "   " "      3.92    ""       ""       "MK1992 " "v "   " "     13.25   ""      ""      "TA1991 " " "       
  564     "351.1+04.8 " "M 1-19"          " "     255.94499999999996   -33.49549999999999     wels?                "AN2003 "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G351.1+04.8" 564     "351.1+04.8 " " "      3.6    ""       ""       "ZK1993 " bb        " "         4.71      ""          ""          "GZ2014 "   " "      3.2     ""       ""       "GZ2007 " "b "   " "     16.9    ""      ""      "SECGPN " " "       
  567     "352.1+05.1 " "M 2-8"           " "     256.37791666666664   -32.53558333333333     "[WO 3]"             "GS2004 "   " "             "       "   "       " GS2004                     " "                                                                                                                                  "PN G352.1+05.1" 567     "352.1+05.1 " " "      4.8    ""       ""       "ZK1993 " bb        " "         5.11      ""          ""          "GZ2007 "   " "      3.2     ""       ""       "GZ2007 " "  "   " "     ""      ""      ""      "       " " "       
  508     "329.0+01.9 " "Sp 1"            " "     237.9208333333333    -51.524611111111106    "O(H)3-5 (fc) + ?"   "WG2018 "   " "             "       "   "HJ2016 " HJ2016                     " "                                                                                                                                  "PN G329.0+01.9" 508     "329.0+01.9 " " "      ""     ""       ""       "       " eff       " "         4.914     0.011       0.011       SB2019b     " "      3.014   0.078    0.078    SB2019b   "v "   " "     13.95   ""      ""      "HJ2016 " " "       
  509     "329.5+01.7 " "VBRC 7"          " "     238.71249999999998   -51.3761111111111      H-rich               "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G329.5+01.7" 509     "329.5+01.7 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     13.57   ""      ""      "TA1991 " " "       
  512     "329.9+03.7 " "BMP J1548-4936"  " "     237.2170833333333    -49.61333333333333     wels                 MASH-II     " "             "       "   "       " -                          " "                                                                                                                                  "PN G329.9+03.7" 512     "329.9+03.7 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  514     "330.7+04.1 " "Cn 1-1"          *       237.81624999999997   -48.74958333333333     "F5 III + ?"         "L1984  "   SySt?           "AC2007 "   "       " -                          " "                                                                                                                                  "PN G330.7+04.1" 514     "330.7+04.1 " " "      2.4    0.7      0.7      "PS2005 " " "       " "         4.881     ""          ""          "L1984  "   " "      1.799   ""       ""       "BM1986 " "v "   " "     17.0    ""      ""      "L1984  " " "       
  534     "336.5+05.5 " "MPA J1611-4356"  " "     242.80374999999998   -43.93944444444444     "[WO 4]"             "DP2011 "   " "             "       "   "       " DP2011                     " "                                                                                                                                  "PN G336.5+05.5" 534     "336.5+05.5 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "v "   " "     17.4    ""      ""      "DP2011 " " "       
  539     "338.8+05.6 " "Hen 2-155"       " "     244.84666666666664   -42.26019444444444     "O(H)3-5 + ?"        "t.w.   "   " "             "       "   "JB2015 " JB2015                     " "                                                                                                                                  "PN G338.8+05.6" 539     "338.8+05.6 " " "      4.4    ""       ""       "ZK1993 " " "       " "         4.954     0.024       0.024       "JB2015 "   " "      3.75    ""       ""       "JB2015 " "v "   " "     16.26   0.43    0.35    "SK1989 " " "       
  535     "337.0+08.4 " "ESO 330-9"       " "     240.57499999999996   -41.447222222222216    "O + ?"              "t.w.   "   " "             "       "   "HF2017 " HF2017                     " "                                                                                                                                  "PN G337.0+08.4" 535     "337.0+08.4 " " "      6.7    ""       ""       "HF2017 " " "       " "         4.778     0.036       0.036       "HF2017 "   " "      ""      ""       ""       "       " "v "   " "     16.9    0.2     0.2     "HF2017 " " "       
  505     "327.8+10.0 " "NGC 5882"        " "     229.20791666666665   -45.649583333333325    "O(H) f"             "SECGPN "   " "             "       "   "       " MK1988                     " "                                                                                                                                  "PN G327.8+10.0" 505     "327.8+10.0 " " "      3.8    ""       ""       "Gd2013 " eff       " "         4.833     ""          ""          "Gd2013 "   " "      3.58    ""       ""       GM2019b   "v "   " "     13.42   ""      ""      "KJ1991 " " "       
  513     "330.2+12.3 " "BMP J1521-4228"  " "     230.3583333333333    -42.468888888888884    Blue                 MASH-II     " "             "       "   "       " -                          " "                                                                                                                                  "PN G330.2+12.3" 513     "330.2+12.3 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  531     "335.5+12.4 " "DS 2"            " "     235.77083333333331   -39.30405555555555     O(H)                 "SECGPN "   sdO             "D1983  "   "       " MK1988                     " "                                                                                                                                  "PN G335.5+12.4" 531     "335.5+12.4 " " "      5.0    0.2      0.2      "MK1988 " eff       " "         4.954     ""          ""          GM2019b     " "      3.53    ""       ""       GM2019b   "v "   " "     12.4    ""      ""      "BC2012 " " "       
  541     "341.5+12.1 " "Sand 3"          " "     241.6183333333333    -35.753611111111105    "[WO 1]"             "Cd1998 "   " "             "       "   "       " KH1997                     " "                                                                                                                                  "PN G341.5+12.1" 541     "341.5+12.1 " " "      6.0    ""       ""       "Fd2008 " *         " "         5.146     ""          ""          "Ko2001 "   " "      3.7     ""       ""       "Ko2001 " "v "   " "     14.2    ""      ""      KH1997b   " "       
  542     "341.6+13.7 " "NGC 6026"        " "     240.33791666666664   -34.543499999999995    "O(H)7 V + ?"        "t.w.   "   WD/sdO          "d2009  "   "HB2010 " HB2010,WD2011              " "                                                                                                                                  "PN G341.6+13.7" 542     "341.6+13.7 " " "      5.0    ""       ""       "ZK1993 " eff       " "         4.833     0.026       0.026       SB2019b     " "      3.755   0.263    0.263    SB2019b   "v "   " "     13.29   0.01    0.01    "SK1989 " " "       
  543     "341.8+05.4 " "NGC 6153"        " "     247.8783333333333    -40.253944444444436    wels                 "LS2000 "   " "             "       "   "       " LS2000                     " "                                                                                                                                  "PN G341.8+05.4" 543     "341.8+05.4 " " "      5.4    ""       ""       "ZK1993 " eff       " "         5.037     ""          ""          GM2019b     " "      3.75    ""       ""       GM2019b   "v "   " "     15.39   ""      ""      "CM2000 " " "       
  555     "347.4+05.8 " "H 1-2"           " "     252.22541666666663   -35.7858611111111      wels                 "GS2004 "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G347.4+05.8" 555     "347.4+05.8 " " "      5.1    ""       ""       "t.w.   " " "       " "         4.959     ""          ""          "GZ2006 "   " "      3.9     ""       ""       "GZ2006 " "  "   " "     ""      ""      ""      "       " " "       
  571     "353.7+06.3 " "M 2-7"           " "     256.30791666666664   -30.53880555555555     O                    "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G353.7+06.3" 571     "353.7+06.3 " " "      3.0    ""       ""       "ZK1993 " " "       " "         4.342     ""          ""          "ZK1993 "   " "      3.477   ""       ""       "ZK1993 " "v "   " "     13.96   ""      ""      "SECGPN " " "       
  569     "352.9+11.4 " "K 2-16"          " "     251.2045833333333    -28.067972222222217    "[WC 11]"            "AN2003 "   " "             "       "   "       " LH1998,dM2002,D2014        " "                                                                                                                                  "PN G352.9+11.4" 569     "352.9+11.4 " " "      3.7    ""       ""       "t.w.   " *         " "         4.477     ""          ""          "Ko2001 "   " "      3.7     ""       ""       "Ko2001 " "v "   " "     12.75   ""      ""      "TA1991 " " "       
  553     "345.5+15.1 " "Lo 13"           " "     242.44124999999997   -30.918777777777773    O(H)                 "SECGPN "   " "             "       "   "       " MK1985                     " "                                                                                                                                  "PN G345.5+15.1" 553     "345.5+15.1 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  450     "302.1+00.3 " "RCW 69"          " "     191.11458333333331   -62.521916666666655    WD?(H)               "AW2019 "   " "             "       "   "       " AW2019                     " "                                                                                                                                  "PN G302.1+00.3" 450     "302.1+00.3 " " "      ""     ""       ""       "       " " "       " "         5.161     ""          ""          "Fd2008 "   " "      2.43    ""       ""       "Fd2008 " "v "   " "     18.6    ""      ""      "Fd2008 " " "       
  446     "300.1+04.1 " "BMP J1229-5839"  " "     187.48999999999998   -58.65166666666666     Blue                 MASH-II     " "             "       "   "       " -                          " "                                                                                                                                  "PN G300.1+04.1" 446     "300.1+04.1 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  459     "308.2+07.7 " "MeWe 1-3"        " "     202.02041666666665   -54.69955555555555     DAO                  "SW1997 "   " "             "       "   "       " SW1997                     " "                                                                                                                                  "PN G308.2+07.7" 459     "308.2+07.7 " " "      5.5    ""       ""       "SW1997 " eff       " "         5.0       ""          ""          "SW1997 "   " "      ""      ""       ""       "       " "v "   " "     17.1    ""      ""      "FP2016 " " "       
  444     "297.0+06.5 " "BMP J1209-5553"  " "     182.37124999999997   -55.89277777777777     "[WO 2]:"            "DP2011 "   " "             "       "   "       " DP2011                     " "                                                                                                                                  "PN G297.0+06.5" 444     "297.0+06.5 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  469     "312.3+10.5 " "NGC 5307"        " "     207.76374999999996   -51.20441666666666     "O(H)3.5 V"          "WM2015 "   " "             "       "   "       " WM2015                     " "                                                                                                                                  "PN G312.3+10.5" 469     "312.3+10.5 " " "      5.29   ""       ""       "M1997  " " "       " "         4.934     0.01        0.01        "SK1989 "   " "      3.757   0.046    0.046    "SK1989 " "v "   " "     14.74   ""      ""      "TA1991 " " "       
  482     "319.6+15.7 " "IC 4406"         " "     215.6095833333333    -44.151222222222216    [WR]                 "SECGPN "   " "             "       "   "       " -                          " "                                                                                                                                  "PN G319.6+15.7" 482     "319.6+15.7 " " "      7.56   ""       ""       "M1997  " eff       " "         5.1       ""          ""          "M1997  "   " "      2.041   ""       ""       "M1997  " "b "   " "     17.52   0.06    0.06    "GP1988 " " "       
  440     "294.1+14.4 " "Lo 6"            " "     180.18124999999998   -47.55333333333333     cont.                WG2011a     " "             "       "   "       " -                          " "                                                                                                                                  "PN G294.1+14.4" 440     "294.1+14.4 " " "      ""     ""       ""       "       " " "       " "         ""        ""          ""          "       "   " "      ""      ""       ""       "       " "  "   " "     ""      ""      ""      "       " " "       
  467     "310.3+24.7 " "Lo 8"            " "     201.40624999999997   -37.60411111111111     "O(H)3 Vz"           "WG2018 "   " "             "       "   "       " WG2018                     " "                                                                                                                                  "PN G310.3+24.7" 467     "310.3+24.7 " " "      5.1    ""       ""       "N1999  " eff       " "         4.954     ""          ""          "N1999  "   " "      3.28    ""       ""       GM2019b   "v "   " "     12.88   ""      ""      "TA1991 " " "       
  516     "331.3+16.8 " "NGC 5873"        " "     228.21291666666664   -38.12602777777777     wels                 "TA1993 "   " "             "       "   "       " MA2003                     " "                                                                                                                                  "PN G331.3+16.8" 516     "331.3+16.8 " " "      4.1    ""       ""       "ZK1993 " " "       " "         4.675     ""          ""          "ZK1993 "   " "      3.778   ""       ""       "ZK1993 " "v "   " "     15.52   0.41    0.34    "SK1989 " " "       
  481     "318.4+41.4 " "A 36"            " "     205.17208333333332   -19.882027777777775    sdO                  "AM2015 "   " "             "       "   "       " AM2015                     " "                                                                                                                                  "PN G318.4+41.4" 481     "318.4+41.4 " " "      5.3    ""       ""       "N1999  " eff       " "         5.053     ""          ""          GM2019b     " "      3.36    ""       ""       GM2019b   "v "   " "     11.54   ""      ""      "Fd2008 " " "       
  484     "320.3-28.8 " "Hen 2-434"       " "     293.46124999999995   -74.54963888888888     O                    WG2011b     " "             "       "   "       " WG2011b                    " "                                                                                                                                  "PN G320.3-28.8" 484     "320.3-28.8 " " "      ""     ""       ""       "       " z(HI)     " "         4.538     ""          ""          "P2003  "   " "      ""      ""       ""       "       " "v "   " "     14.96   ""      ""      "SECGPN " " "       
  39      "002.7-52.4 " "IC 5148"         " "     329.89666666666665   -39.38555555555555     hgO(H)               "SECGPN "   " "             "       "   "       " BK2018                     " "                                                                                                                                  "PN G002.7-52.4" 39      "002.7-52.4 " " "      7.05   ""       ""       "BK2018 " eff       " "         5.114     ""          ""          "BK2018 "   " "      2.36    ""       ""       GM2019b   "v "   " "     16.14   0.03    0.03    "BK2018 " " "       
